shortName,wpURL,wpID,wdID,WPPageCreate
patricia giles,https://en.wikipedia.org/wiki/Patricia_Giles,2699642,Q16090810,2005-09-18
edward william davies,https://en.wikipedia.org/wiki/Edward_William_Davies,34345694,Q5345896,2012-01-11
kelvin kerkow,https://en.wikipedia.org/wiki/Kelvin_Kerkow,25285156,Q6386689,2009-12-03
bruce thom,https://en.wikipedia.org/wiki/Bruce_Thom,15636952,Q4978356,2008-02-07
fred watson,https://en.wikipedia.org/wiki/Fred_Watson,23000918,Q1452552,2009-05-29
reg watson,https://en.wikipedia.org/wiki/Reg_Watson,1119894,Q2065637,2004-10-31
djambawa marawili,https://en.wikipedia.org/wiki/Djambawa_Marawili,63521115,Q21454246,2020-03-30
robyn walker,https://en.wikipedia.org/wiki/Robyn_Walker,41239190,Q16193428,2013-12-01
andrew nikolic,https://en.wikipedia.org/wiki/Andrew_Nikolic,14697520,Q4758125,2007-12-14
mark skidmore,https://en.wikipedia.org/wiki/Mark_Skidmore,42225315,Q16193368,2014-03-17
betty r. moore,https://en.wikipedia.org/wiki/Betty_R._Moore,21803136,Q2900256,NA
talal yassine,https://en.wikipedia.org/wiki/Talal_Yassine,59661340,Q7678845,2019-01-14
greg crafter,https://en.wikipedia.org/wiki/Greg_Crafter,41472450,Q16106592,2013-12-27
richard divall,https://en.wikipedia.org/wiki/Richard_Divall,39635270,Q15967318,2013-05-30
wayne bartholomew,https://en.wikipedia.org/wiki/Wayne_Bartholomew,30192287,Q3566818,2010-12-26
richard wilson (general),https://en.wikipedia.org/wiki/Richard_Wilson_(general),17289450,Q7330029,NA
ronald sackville,https://en.wikipedia.org/wiki/Ronald_Sackville,8783265,Q7365258,2007-01-06
david morgan (businessman),https://en.wikipedia.org/wiki/David_Morgan_(businessman),3053768,Q5237706,NA
pauline ladiges,https://en.wikipedia.org/wiki/Pauline_Ladiges,43555586,Q17517146,2014-08-14
ray borner,https://en.wikipedia.org/wiki/Ray_Borner,8101364,Q3420478,2006-11-24
angie bainbridge,https://en.wikipedia.org/wiki/Angie_Bainbridge,18856545,Q1905445,2008-08-14
george campbell (australian politician),https://en.wikipedia.org/wiki/George_Campbell_(Australian_politician),961884,Q5537635,NA
louise burke,https://en.wikipedia.org/wiki/Louise_Burke,63910514,Q39674940,2020-05-10
julianne schultz,https://en.wikipedia.org/wiki/Julianne_Schultz,36643389,Q6307874,2012-08-06
john price (new south wales politician),https://en.wikipedia.org/wiki/John_Price_(New_South_Wales_politician),9659677,Q6253388,NA
margaret staib,https://en.wikipedia.org/wiki/Margaret_Staib,37124215,Q6759912,2012-09-26
brett stibners,https://en.wikipedia.org/wiki/Brett_Stibners,33029374,Q4962394,2011-09-09
emma snowsill,https://en.wikipedia.org/wiki/Emma_Snowsill,4430600,Q257049,2006-03-18
emily seebohm,https://en.wikipedia.org/wiki/Emily_Seebohm,16844751,Q240668,2007-03-31
wendy whiteley,https://en.wikipedia.org/wiki/Wendy_Whiteley,19533759,Q7982823,2008-09-30
tarnee white,https://en.wikipedia.org/wiki/Tarnee_White,4247499,Q1761135,2006-03-02
nathan wilmot,https://en.wikipedia.org/wiki/Nathan_Wilmot,18709588,Q3503428,2008-08-04
mark schwarzer,https://en.wikipedia.org/wiki/Mark_Schwarzer,1851509,Q159057,2005-05-07
felicity galvez,https://en.wikipedia.org/wiki/Felicity_Galvez,16925632,Q271208,2008-04-14
duncan free,https://en.wikipedia.org/wiki/Duncan_Free,18723433,Q1265388,2008-08-05
lara davenport,https://en.wikipedia.org/wiki/Lara_Davenport,18856567,Q2416678,2008-08-14
david crawshay,https://en.wikipedia.org/wiki/David_Crawshay,18889857,Q1174097,2008-08-16
jean elsie ferguson,https://en.wikipedia.org/wiki/Jean_Elsie_Ferguson,60582188,Q24239526,2019-04-25
matthew dunn,https://en.wikipedia.org/wiki/Matthew_Dunn,5504373,Q1400267,2006-06-10
adrian leo doyle,https://en.wikipedia.org/wiki/Adrian_Leo_Doyle,23281529,Q372868,2009-06-19
bill casimaty,https://en.wikipedia.org/wiki/Bill_Casimaty,61320285,Q65679969,2019-07-20
deb cox,https://en.wikipedia.org/wiki/Deb_Cox,47583132,Q21005455,2015-08-21
john halbert,https://en.wikipedia.org/wiki/John_Halbert,15499291,Q6237247,2008-01-30
tony mcgrady,https://en.wikipedia.org/wiki/Tony_McGrady,21660544,Q7822929,2009-02-22
tim horan,https://en.wikipedia.org/wiki/Tim_Horan,1748709,Q3528646,2005-04-16
marcia hines,https://en.wikipedia.org/wiki/Marcia_Hines,488172,Q6757110,2004-02-25
marilyn darling,https://en.wikipedia.org/wiki/Marilyn_Darling,58175085,Q56147291,2018-08-17
kim beazley,https://en.wikipedia.org/wiki/Kim_Beazley,322538,Q304561,2003-09-20
kylie palmer,https://en.wikipedia.org/wiki/Kylie_Palmer,16307240,Q264433,2008-03-15
melanie schlanger,https://en.wikipedia.org/wiki/Melanie_Schlanger,18723773,Q271211,2008-08-05
shayne reese,https://en.wikipedia.org/wiki/Shayne_Reese,18723793,Q2415174,2008-08-05
katrina porter,https://en.wikipedia.org/wiki/Katrina_Porter,33306641,Q6377968,2011-10-04
rebel penfold-russell,https://en.wikipedia.org/wiki/Rebel_Penfold-Russell,22227783,Q7302045,NA
rick pendleton,https://en.wikipedia.org/wiki/Rick_Pendleton,33300667,Q7331638,2011-10-04
stephanie rice,https://en.wikipedia.org/wiki/Stephanie_Rice,4426495,Q228660,2006-03-17
linda mackenzie,https://en.wikipedia.org/wiki/Linda_Mackenzie,17224352,Q444902,2008-05-02
lesley campbell,https://en.wikipedia.org/wiki/Lesley_Campbell,61357890,Q57054824,2019-07-25
john bennison,https://en.wikipedia.org/wiki/John_Bennison,54269801,Q30230397,2017-06-10
mark sullivan (public servant),https://en.wikipedia.org/wiki/Mark_Sullivan_(public_servant),41691569,Q17010973,NA
mike hindmarsh,https://en.wikipedia.org/wiki/Mike_Hindmarsh,15833166,Q6847244,2008-02-18
louise adler,https://en.wikipedia.org/wiki/Louise_Adler,22153705,Q6688598,2009-03-26
mike archer (paleontologist),https://en.wikipedia.org/wiki/Mike_Archer_(paleontologist),23699093,Q957612,NA
glenn mcgrath,https://en.wikipedia.org/wiki/Glenn_McGrath,423488,Q1392178,2004-01-07
tony vinson,https://en.wikipedia.org/wiki/Tony_Vinson,11419613,Q7823626,2007-05-25
john harvey (raaf officer),https://en.wikipedia.org/wiki/John_Harvey_(RAAF_officer),31057164,Q6238124,NA
les abbott (rugby league),https://en.wikipedia.org/wiki/Les_Abbott_(rugby_league),61672098,Q67056053,NA
paul grundy (engineer),https://en.wikipedia.org/wiki/Paul_Grundy_(engineer),38360972,Q7151031,NA
john carrick (australian politician),https://en.wikipedia.org/wiki/John_Carrick_(Australian_politician),14609777,Q6225275,NA
susan crennan,https://en.wikipedia.org/wiki/Susan_Crennan,2712181,Q15501761,2005-09-20
lindsay fox,https://en.wikipedia.org/wiki/Lindsay_Fox,2212294,Q6552707,2005-07-11
jack brabham,https://en.wikipedia.org/wiki/Jack_Brabham,16564,Q2125,2002-01-15
dean brown,https://en.wikipedia.org/wiki/Dean_Brown,875160,Q3020626,2004-08-03
david moore (photographer),https://en.wikipedia.org/wiki/David_Moore_(photographer),11892999,Q5237682,NA
bob shirlaw,https://en.wikipedia.org/wiki/Bob_Shirlaw,20776848,Q4933973,2008-12-20
suzanne rutland,https://en.wikipedia.org/wiki/Suzanne_Rutland,43968822,Q1619352,2014-09-28
alexander floyd,https://en.wikipedia.org/wiki/Alexander_Floyd,23078305,Q4718870,2009-06-03
tibor gonczol,https://en.wikipedia.org/wiki/Tibor_Gonczol,47412599,Q20807642,2015-08-02
elizabeth little (tennis),https://en.wikipedia.org/wiki/Elizabeth_Little_(tennis),49505811,Q3051240,NA
eric kent,https://en.wikipedia.org/wiki/Eric_Kent,33259065,Q5386877,2011-09-30
william holmes (australian general),https://en.wikipedia.org/wiki/William_Holmes_(Australian_general),4877736,Q8012439,NA
david kemp (australian scientist),https://en.wikipedia.org/wiki/David_Kemp_(Australian_scientist),52633943,Q28037717,NA
kenrick tucker,https://en.wikipedia.org/wiki/Kenrick_Tucker,46665870,Q20757572,2015-05-10
alasdair webster,https://en.wikipedia.org/wiki/Alasdair_Webster,17569879,Q4708447,2008-05-23
marcel weyland,https://en.wikipedia.org/wiki/Marcel_Weyland,8726998,Q6756251,2007-01-02
alisa camplin,https://en.wikipedia.org/wiki/Alisa_Camplin,2912485,Q271586,2005-10-15
william foster (australian politician),https://en.wikipedia.org/wiki/William_Foster_(Australian_politician),36096731,Q8009242,NA
david dridan,https://en.wikipedia.org/wiki/David_Dridan,63387625,Q43129736,2020-03-16
ian r. johnston,https://en.wikipedia.org/wiki/Ian_R._Johnston,19625232,Q5982656,NA
ian knop,https://en.wikipedia.org/wiki/Ian_Knop,26408181,Q5981997,2010-03-03
robert ingpen,https://en.wikipedia.org/wiki/Robert_Ingpen,2171316,Q3295484,2005-07-05
fred finch,https://en.wikipedia.org/wiki/Fred_Finch,29417210,Q5495133,2010-10-31
denise green,https://en.wikipedia.org/wiki/Denise_Green,53751545,Q20856724,2017-04-11
michelle haber,https://en.wikipedia.org/wiki/Michelle_Haber,43558012,Q17523836,2014-08-14
len eacott,https://en.wikipedia.org/wiki/Len_Eacott,63115327,Q85171264,2020-02-15
paul pholeros,https://en.wikipedia.org/wiki/Paul_Pholeros,38974191,Q15430944,2013-03-31
neil robson (politician),https://en.wikipedia.org/wiki/Neil_Robson_(politician),14464207,Q11884127,NA
les perry,https://en.wikipedia.org/wiki/Les_Perry,35796518,Q6529857,2012-05-12
zali steggall,https://en.wikipedia.org/wiki/Zali_Steggall,3342463,Q145103,2005-12-06
john reddish (soldier),https://en.wikipedia.org/wiki/John_Reddish_(soldier),45522223,Q19666968,NA
joy hruby,https://en.wikipedia.org/wiki/Joy_Hruby,36022634,Q6297154,2012-06-03
harry hunter,https://en.wikipedia.org/wiki/Harry_Hunter,19599997,Q5669888,2008-10-04
"john mccarthy (australian rules footballer, born 1967)","https://en.wikipedia.org/wiki/John_McCarthy_(Australian_rules_footballer,_born_1967)",13617302,Q6247450,NA
dennis green (canoeist),https://en.wikipedia.org/wiki/Dennis_Green_(canoeist),20616715,Q5258464,NA
kevin hamilton (politician),https://en.wikipedia.org/wiki/Kevin_Hamilton_(politician),44138461,Q18387889,NA
stan marks,https://en.wikipedia.org/wiki/Stan_Marks,27896879,Q7597777,2010-06-30
ken henry (public servant),https://en.wikipedia.org/wiki/Ken_Henry_(public_servant),13882095,Q6387778,NA
barry marshall,https://en.wikipedia.org/wiki/Barry_Marshall,397110,Q202136,2003-12-11
bridget ogilvie,https://en.wikipedia.org/wiki/Bridget_Ogilvie,9468403,Q4966739,2007-02-12
peter shergold,https://en.wikipedia.org/wiki/Peter_Shergold,14942128,Q7176902,2007-12-30
robin warren,https://en.wikipedia.org/wiki/Robin_Warren,1012234,Q208670,2004-09-23
john bannon,https://en.wikipedia.org/wiki/John_Bannon,875140,Q3180992,2004-08-03
peter cundall,https://en.wikipedia.org/wiki/Peter_Cundall,3413362,Q7173472,2005-12-14
margaret court arena,https://en.wikipedia.org/wiki/Margaret_Court_Arena,4771518,Q732679,2006-04-16
maurice de rohan,https://en.wikipedia.org/wiki/Maurice_de_Rohan,49258252,Q22958940,2016-01-29
david murray (australian businessman),https://en.wikipedia.org/wiki/David_Murray_(Australian_businessman),9085901,Q5237838,NA
john olsen,https://en.wikipedia.org/wiki/John_Olsen,875168,Q3182215,2004-08-03
bob simpson (cricketer),https://en.wikipedia.org/wiki/Bob_Simpson_(cricketer),1512683,Q2738939,NA
doreen akkerman,https://en.wikipedia.org/wiki/Doreen_Akkerman,59119873,Q59192720,2018-11-21
gavin brown (academic),https://en.wikipedia.org/wiki/Gavin_Brown_(academic),3469781,Q5528082,NA
janice crosio,https://en.wikipedia.org/wiki/Janice_Crosio,559446,Q6154225,2004-03-28
mike barnett (politician),https://en.wikipedia.org/wiki/Mike_Barnett_(politician),50500682,Q25184175,NA
val jeffery,https://en.wikipedia.org/wiki/Val_Jeffery,51193031,Q26196464,2016-07-29
trevor johnson (footballer),https://en.wikipedia.org/wiki/Trevor_Johnson_(footballer),14508426,Q7839238,NA
john kerr (governor-general),https://en.wikipedia.org/wiki/John_Kerr_(governor-general),81234,Q1354851,NA
bev harrell,https://en.wikipedia.org/wiki/Bev_Harrell,63289630,Q58487200,2020-03-05
jill hellyer,https://en.wikipedia.org/wiki/Jill_Hellyer,26876543,Q6192862,2010-04-08
anne davies (australian journalist),https://en.wikipedia.org/wiki/Anne_Davies_(Australian_journalist),17282153,Q4768257,NA
mike williamson (broadcaster),https://en.wikipedia.org/wiki/Mike_Williamson_(broadcaster),6151045,Q6849288,NA
arthur marshall (australian politician),https://en.wikipedia.org/wiki/Arthur_Marshall_(Australian_politician),12951985,Q4799656,NA
peter montgomery (water polo),https://en.wikipedia.org/wiki/Peter_Montgomery_(water_polo),36244715,Q7175927,NA
doris pilkington garimara,https://en.wikipedia.org/wiki/Doris_Pilkington_Garimara,4091755,Q1245297,2006-02-16
mervyn rose,https://en.wikipedia.org/wiki/Mervyn_Rose,2201690,Q913948,2005-07-09
amin saikal,https://en.wikipedia.org/wiki/Amin_Saikal,3905409,Q4746323,2006-01-31
george hampel (judge),https://en.wikipedia.org/wiki/George_Hampel_(judge),12735074,Q5540195,NA
neville jeffress,https://en.wikipedia.org/wiki/Neville_Jeffress,4246412,Q7004738,2006-03-02
ian lacey,https://en.wikipedia.org/wiki/Ian_Lacey,8171151,Q5982004,2006-11-28
michael wenden,https://en.wikipedia.org/wiki/Michael_Wenden,4215365,Q706637,2006-02-27
lyn swinburne,https://en.wikipedia.org/wiki/Lyn_Swinburne,25277858,Q16151990,2009-12-02
peter toogood,https://en.wikipedia.org/wiki/Peter_Toogood,49120066,Q17429454,2016-01-16
lisa gasteen,https://en.wikipedia.org/wiki/Lisa_Gasteen,3950112,Q3117430,2006-02-03
robert jacks,https://en.wikipedia.org/wiki/Robert_Jacks,10905676,Q7346002,2007-04-26
frank cameron jackson,https://en.wikipedia.org/wiki/Frank_Cameron_Jackson,2033144,Q1365057,2005-06-12
con sciacca,https://en.wikipedia.org/wiki/Con_Sciacca,595666,Q5158005,2004-04-14
james strong (australian businessman),https://en.wikipedia.org/wiki/James_Strong_(Australian_businessman),38699497,Q6143764,NA
nicole kidman,https://en.wikipedia.org/wiki/Nicole_Kidman,21504,Q37459,2001-09-11
harry messel,https://en.wikipedia.org/wiki/Harry_Messel,19186901,Q11171908,2008-09-05
kerry stokes,https://en.wikipedia.org/wiki/Kerry_Stokes,698205,Q6394668,2004-06-02
ken michael,https://en.wikipedia.org/wiki/Ken_Michael,1998989,Q185788,2005-06-06
alan hopgood,https://en.wikipedia.org/wiki/Alan_Hopgood,2722377,Q4706887,2005-09-21
harry edwards (politician),https://en.wikipedia.org/wiki/Harry_Edwards_(politician),17314337,Q16019373,NA
warwick parer,https://en.wikipedia.org/wiki/Warwick_Parer,10176995,Q6035315,2007-03-21
joan sheldon,https://en.wikipedia.org/wiki/Joan_Sheldon,25395589,Q6205444,2009-12-11
margaret nyland,https://en.wikipedia.org/wiki/Margaret_Nyland,55898721,Q43819716,2017-11-27
antony kidman,https://en.wikipedia.org/wiki/Antony_Kidman,44006938,Q18016920,2014-10-02
henry simpson newland,https://en.wikipedia.org/wiki/Henry_Simpson_Newland,5901300,Q15488706,2006-07-10
ken matthews (public servant),https://en.wikipedia.org/wiki/Ken_Matthews_(public_servant),41836940,Q16732157,NA
fred stolle,https://en.wikipedia.org/wiki/Fred_Stolle,2201724,Q54671,2005-07-09
jean calder,https://en.wikipedia.org/wiki/Jean_Calder,57999494,Q55761261,2018-07-26
enid campbell,https://en.wikipedia.org/wiki/Enid_Campbell,13397006,Q5378859,2007-09-23
tim fischer,https://en.wikipedia.org/wiki/Tim_Fischer,401146,Q7803494,2003-12-14
jeff kennett,https://en.wikipedia.org/wiki/Jeff_Kennett,63591,Q3176518,2002-07-23
michael alpers,https://en.wikipedia.org/wiki/Michael_Alpers,33538067,Q6828190,2011-10-26
bryan beaumont,https://en.wikipedia.org/wiki/Bryan_Beaumont,34792428,Q4979974,2012-02-18
derek denton,https://en.wikipedia.org/wiki/Derek_Denton,6869432,Q5261917,2006-09-06
keith white (footballer),https://en.wikipedia.org/wiki/Keith_White_(footballer),48245045,Q21598416,NA
keith whitehead,https://en.wikipedia.org/wiki/Keith_Whitehead,62446350,Q76658459,2019-11-27
petria thomas,https://en.wikipedia.org/wiki/Petria_Thomas,901543,Q232816,2004-08-15
chantel wolfenden,https://en.wikipedia.org/wiki/Chantel_Wolfenden,33300811,Q5072637,2011-10-04
stephen wooldridge,https://en.wikipedia.org/wiki/Stephen_Wooldridge,22893881,Q329674,2009-05-21
wendy richardson,https://en.wikipedia.org/wiki/Wendy_Richardson,5571566,Q7982770,2006-06-15
george petersen,https://en.wikipedia.org/wiki/George_Petersen,9034876,Q5543366,2007-01-21
giaan rooney,https://en.wikipedia.org/wiki/Giaan_Rooney,921917,Q447501,2004-08-23
sarah ryan,https://en.wikipedia.org/wiki/Sarah_Ryan,3604270,Q3950349,2006-01-03
jessicah schipper,https://en.wikipedia.org/wiki/Jessicah_Schipper,2517262,Q235909,2005-08-23
peter dawson (cyclist),https://en.wikipedia.org/wiki/Peter_Dawson_(cyclist),15340887,Q716783,NA
matt cowdrey,https://en.wikipedia.org/wiki/Matt_Cowdrey,4470315,Q3299692,2006-03-21
robert duncan (rower),https://en.wikipedia.org/wiki/Robert_Duncan_(rower),58112589,Q50276608,NA
salvatore coco,https://en.wikipedia.org/wiki/Salvatore_Coco,19122823,Q7406638,2008-08-31
ben austin,https://en.wikipedia.org/wiki/Ben_Austin,4432046,Q4885244,2006-03-18
mark waugh,https://en.wikipedia.org/wiki/Mark_Waugh,151606,Q3177366,2002-11-25
roy cameron,https://en.wikipedia.org/wiki/Roy_Cameron,20574225,Q3468229,2008-12-06
graeme brown,https://en.wikipedia.org/wiki/Graeme_Brown,1875312,Q464838,2005-05-12
clive bubb,https://en.wikipedia.org/wiki/Clive_Bubb,33257469,Q5134511,2011-09-30
janelle lindsay,https://en.wikipedia.org/wiki/Janelle_Lindsay,33299301,Q6153063,2011-10-04
brett lancaster,https://en.wikipedia.org/wiki/Brett_Lancaster,1870231,Q456612,2005-05-11
libby trickett,https://en.wikipedia.org/wiki/Libby_Trickett,901542,Q270663,2004-08-15
john leo mcnamara,https://en.wikipedia.org/wiki/John_Leo_McNamara,29495430,Q6244581,2010-11-06
alice tait,https://en.wikipedia.org/wiki/Alice_Tait,901540,Q261631,2004-08-15
brooke hanson,https://en.wikipedia.org/wiki/Brooke_Hanson,1085975,Q272215,2004-10-20
hugh gilchrist,https://en.wikipedia.org/wiki/Hugh_Gilchrist,49366743,Q22959243,2016-02-08
leisel jones,https://en.wikipedia.org/wiki/Leisel_Jones,937355,Q270686,2004-08-28
lindy hou,https://en.wikipedia.org/wiki/Lindy_Hou,33299116,Q6552981,2011-10-04
maurice hurst (architect),https://en.wikipedia.org/wiki/Maurice_Hurst_(architect),31579525,Q6793215,NA
gwen harden,https://en.wikipedia.org/wiki/Gwen_Harden,63882845,Q21515490,2020-05-07
harry michaels,https://en.wikipedia.org/wiki/Harry_Michaels,14684637,Q5671079,2007-12-13
shane kelly,https://en.wikipedia.org/wiki/Shane_Kelly,4167427,Q2061117,2006-02-23
bob mccarron,https://en.wikipedia.org/wiki/Bob_McCarron,29600949,Q888102,2010-11-15
judith green (swimmer),https://en.wikipedia.org/wiki/Judith_Green_(swimmer),33298109,Q16196963,NA
john moore (australian politician),https://en.wikipedia.org/wiki/John_Moore_(Australian_politician),459533,Q6249252,NA
ann caroline sherry,https://en.wikipedia.org/wiki/Ann_Caroline_Sherry,40604736,Q17000790,2013-09-23
betty taylor (community advocate),https://en.wikipedia.org/wiki/Betty_Taylor_(community_advocate),64221439,Q96065152,NA
ian temby,https://en.wikipedia.org/wiki/Ian_Temby,1236092,Q5983051,2004-12-03
robert williamson (physician),https://en.wikipedia.org/wiki/Robert_Williamson_(physician),58127707,Q2159209,NA
jimmy little,https://en.wikipedia.org/wiki/Jimmy_Little,1898436,Q3494784,2005-05-17
gordon briscoe,https://en.wikipedia.org/wiki/Gordon_Briscoe,20720107,Q5584909,2008-12-16
rodney cavalier,https://en.wikipedia.org/wiki/Rodney_Cavalier,25674140,Q7356875,2010-01-04
jan chapman,https://en.wikipedia.org/wiki/Jan_Chapman,2170203,Q3161628,2005-07-04
bob collins (politician),https://en.wikipedia.org/wiki/Bob_Collins_(politician),8713355,Q3641283,NA
beatrice faust,https://en.wikipedia.org/wiki/Beatrice_Faust,10028448,Q4877146,2007-03-13
victor warren fazio,https://en.wikipedia.org/wiki/Victor_Warren_Fazio,47326751,Q20741891,2015-07-24
michelle grattan,https://en.wikipedia.org/wiki/Michelle_Grattan,1975442,Q6837057,2005-06-02
ros kelly,https://en.wikipedia.org/wiki/Ros_Kelly,2166106,Q15504829,2005-07-04
