wdID,personLabel,sitelink
Q270653,Lauren Jackson,https://en.wikipedia.org/wiki/Lauren_Jackson
Q270657,Anna Meares,https://en.wikipedia.org/wiki/Anna_Meares
Q270663,Libby Trickett,https://en.wikipedia.org/wiki/Libby_Trickett
Q270686,Leisel Jones,https://en.wikipedia.org/wiki/Leisel_Jones
Q271024,Karrie Webb,https://en.wikipedia.org/wiki/Karrie_Webb
Q271211,Melanie Schlanger,https://en.wikipedia.org/wiki/Melanie_Schlanger
Q271208,Felicity Galvez,https://en.wikipedia.org/wiki/Felicity_Galvez
Q271586,Alisa Camplin,https://en.wikipedia.org/wiki/Alisa_Camplin
Q271948,Rachel Ward,https://en.wikipedia.org/wiki/Rachel_Ward
Q272065,Judy Tegart,https://en.wikipedia.org/wiki/Judy_Tegart-Dalton
Q272139,Rechelle Hawkes,https://en.wikipedia.org/wiki/Rechelle_Hawkes
Q272215,Brooke Hanson,https://en.wikipedia.org/wiki/Brooke_Hanson
Q272488,Sara Carrigan,https://en.wikipedia.org/wiki/Sara_Carrigan
Q273213,Elena Kats-Chernin,https://en.wikipedia.org/wiki/Elena_Kats-Chernin
Q273223,John Eccles,https://en.wikipedia.org/wiki/John_Eccles_(neurophysiologist)
Q440221,Clifford Possum Tjapaltjarri,https://en.wikipedia.org/wiki/Clifford_Possum_Tjapaltjarri
Q442173,Kerry Saxby-Junna,https://en.wikipedia.org/wiki/Kerry_Saxby-Junna
Q442605,Kerri Pottharst,https://en.wikipedia.org/wiki/Kerri_Pottharst
Q443359,Michellie Jones,https://en.wikipedia.org/wiki/Michellie_Jones
Q443491,Marlene Mathews,https://en.wikipedia.org/wiki/Marlene_Mathews
Q444902,Linda Mackenzie,https://en.wikipedia.org/wiki/Linda_Mackenzie
Q445278,Chantelle Newbery,https://en.wikipedia.org/wiki/Chantelle_Newbery
Q446960,George Miller,https://en.wikipedia.org/wiki/George_Miller_(filmmaker)
Q447501,Giaan Rooney,https://en.wikipedia.org/wiki/Giaan_Rooney
Q448441,Tony O'Reilly,https://en.wikipedia.org/wiki/Tony_O'Reilly
Q449070,Googie Withers,https://en.wikipedia.org/wiki/Googie_Withers
Q449604,Michael Hayden,https://en.wikipedia.org/wiki/Michael_Hayden_(general)
Q600759,J. J. C. Smart,https://en.wikipedia.org/wiki/J._J._C._Smart
Q607807,Slim Dusty,https://en.wikipedia.org/wiki/Slim_Dusty
Q612417,Kirstie Marshall,https://en.wikipedia.org/wiki/Kirstie_Marshall
Q615356,John R. Allen,https://en.wikipedia.org/wiki/John_R._Allen
Q622165,Siobhan Paton,https://en.wikipedia.org/wiki/Siobhan_Paton
Q623395,Richard Armitage,https://en.wikipedia.org/wiki/Richard_Armitage_(government_official)
Q633882,Robyn Maher,https://en.wikipedia.org/wiki/Robyn_Maher
Q633977,Archie Roach,https://en.wikipedia.org/wiki/Archie_Roach
Q644392,Malcolm Williamson,https://en.wikipedia.org/wiki/Malcolm_Williamson
Q981547,Frans Seda,https://en.wikipedia.org/wiki/Frans_Seda
Q982736,Peter Underwood,https://en.wikipedia.org/wiki/Peter_Underwood
Q983452,Guy Sebastian,https://en.wikipedia.org/wiki/Guy_Sebastian
Q984387,Michael Grenda,https://en.wikipedia.org/wiki/Michael_Grenda
Q991815,Bruce William Stillman,https://en.wikipedia.org/wiki/Bruce_William_Stillman
Q1015710,Abdul Taib Mahmud,https://en.wikipedia.org/wiki/Abdul_Taib_Mahmud
Q1022204,Eva Burrows,https://en.wikipedia.org/wiki/Eva_Burrows
Q1059351,Ken Done,https://en.wikipedia.org/wiki/Ken_Done
Q1065753,Charles Perkins,https://en.wikipedia.org/wiki/Charles_Perkins_(Aboriginal_activist)
Q122736,Mem Fox,https://en.wikipedia.org/wiki/Mem_Fox
Q124232,Alexandre Hay,https://en.wikipedia.org/wiki/Alexandre_Hay
Q125204,Graeme Clark,https://en.wikipedia.org/wiki/Graeme_Clark_(doctor)
Q127672,John Devitt,https://en.wikipedia.org/wiki/John_Devitt
Q128837,Bryce Courtenay,https://en.wikipedia.org/wiki/Bryce_Courtenay
Q129187,Patrick White,https://en.wikipedia.org/wiki/Patrick_White
Q129241,Murray Stewart,https://en.wikipedia.org/wiki/Murray_Stewart
Q129591,Hugh Jackman,https://en.wikipedia.org/wiki/Hugh_Jackman
Q135154,John Cornforth,https://en.wikipedia.org/wiki/John_Cornforth
Q273672,Simone Young,https://en.wikipedia.org/wiki/Simone_Young
Q274293,Hayley Lewis,https://en.wikipedia.org/wiki/Hayley_Lewis
Q275287,Alyson Annan,https://en.wikipedia.org/wiki/Alyson_Annan
Q275533,Gillian Rolton,https://en.wikipedia.org/wiki/Gillian_Rolton
Q280309,Matthew Mitcham,https://en.wikipedia.org/wiki/Matthew_Mitcham
Q280870,Jill Bilcock,https://en.wikipedia.org/wiki/Jill_Bilcock
Q284307,Iain Jensen,https://en.wikipedia.org/wiki/Iain_Jensen
Q286272,Phil Smyth,https://en.wikipedia.org/wiki/Phil_Smyth
Q294927,Jerry Lewis,https://en.wikipedia.org/wiki/Jerry_Lewis
Q450304,Helen Quinn,https://en.wikipedia.org/wiki/Helen_Quinn
Q450769,Bradley McGee,https://en.wikipedia.org/wiki/Bradley_McGee
Q452813,Winifred Mary Curtis,https://en.wikipedia.org/wiki/Winifred_Curtis
Q454233,Amanda Vanstone,https://en.wikipedia.org/wiki/Amanda_Vanstone
Q456612,Brett Lancaster,https://en.wikipedia.org/wiki/Brett_Lancaster
Q456778,Melinda Gainsford-Taylor,https://en.wikipedia.org/wiki/Melinda_Gainsford-Taylor
Q461383,Brian Talboys,https://en.wikipedia.org/wiki/Brian_Talboys
Q461902,Elizabeth Jolley,https://en.wikipedia.org/wiki/Elizabeth_Jolley
Q462036,David Atkins,https://en.wikipedia.org/wiki/David_Atkins
Q462703,William Edward Murray,https://en.wikipedia.org/wiki/William_Edward_Murray
Q464838,Graeme Brown,https://en.wikipedia.org/wiki/Graeme_Brown
Q464948,David E. Jeremiah,https://en.wikipedia.org/wiki/David_E._Jeremiah
Q465245,Walter Campbell,https://en.wikipedia.org/wiki/Walter_Campbell_(judge)
Q466004,Marshall Hatch,https://en.wikipedia.org/wiki/Marshall_Hatch
Q466138,Graham White,https://en.wikipedia.org/wiki/Graham_White_(swimmer)
Q466245,Martin Ferguson,https://en.wikipedia.org/wiki/Martin_Ferguson
Q466332,Andrew Lock,https://en.wikipedia.org/wiki/Andrew_Lock
Q466482,Anna Bligh,https://en.wikipedia.org/wiki/Anna_Bligh
Q467278,Priya Cooper,https://en.wikipedia.org/wiki/Priya_Cooper
Q645067,Ricky Grace,https://en.wikipedia.org/wiki/Ricky_Grace
Q648611,Dean Semler,https://en.wikipedia.org/wiki/Dean_Semler
Q652742,Michael Putney,https://en.wikipedia.org/wiki/Michael_Putney_(bishop)
Q652850,Duncan Armstrong,https://en.wikipedia.org/wiki/Duncan_Armstrong
Q658819,Andrew Vlahov,https://en.wikipedia.org/wiki/Andrew_Vlahov
Q670553,Scott McGrory,https://en.wikipedia.org/wiki/Scott_McGrory
Q671591,Peter Morris,https://en.wikipedia.org/wiki/Peter_Morris_(surgeon)
Q671905,Troy Elder,https://en.wikipedia.org/wiki/Troy_Elder
Q677409,Hugh Alexander Dunn,https://en.wikipedia.org/wiki/Hugh_Alexander_Dunn
Q682724,Danny Clark,https://en.wikipedia.org/wiki/Danny_Clark_(cyclist)
Q692611,Carl Wood,https://en.wikipedia.org/wiki/Carl_Wood
Q705993,Luc Longley,https://en.wikipedia.org/wiki/Luc_Longley
Q706637,Michael Wenden,https://en.wikipedia.org/wiki/Michael_Wenden
Q1067643,David Palmer,https://en.wikipedia.org/wiki/David_Palmer_(squash_player)
Q1070533,Cheryl Praeger,https://en.wikipedia.org/wiki/Cheryl_Praeger
Q1086776,Christopher Koch,https://en.wikipedia.org/wiki/Christopher_Koch
Q1100236,Clem Christesen,https://en.wikipedia.org/wiki/Clem_Christesen
Q1101186,Cliff Young,https://en.wikipedia.org/wiki/Cliff_Young_(athlete)
Q1101957,Clive Hamilton,https://en.wikipedia.org/wiki/Clive_Hamilton
Q1101987,Clive Lloyd,https://en.wikipedia.org/wiki/Clive_Lloyd
Q1103607,Clyde Cameron,https://en.wikipedia.org/wiki/Clyde_Cameron
Q1108510,Colin L. Masters,https://en.wikipedia.org/wiki/Colin_L._Masters
Q1108703,Colin Thiele,https://en.wikipedia.org/wiki/Colin_Thiele
Q1117915,John Truscott,https://en.wikipedia.org/wiki/John_Truscott
Q1131581,Bill Kirby,https://en.wikipedia.org/wiki/Bill_Kirby
Q1140016,Mick Fanning,https://en.wikipedia.org/wiki/Mick_Fanning
Q253133,Jacques Miller,https://en.wikipedia.org/wiki/Jacques_Miller
Q254385,Mike Chapman,https://en.wikipedia.org/wiki/Mike_Chapman
Q257049,Emma Snowsill,https://en.wikipedia.org/wiki/Emma_Snowsill
Q259774,Alex Chernov,https://en.wikipedia.org/wiki/Alex_Chernov
Q259841,Les Murray,https://en.wikipedia.org/wiki/Les_Murray_(poet)
Q260011,Geraldine Brooks,https://en.wikipedia.org/wiki/Geraldine_Brooks_(writer)
Q260236,Michael Clyne,https://en.wikipedia.org/wiki/Michael_Clyne
Q1688176,Jesse Martin,https://en.wikipedia.org/wiki/Jesse_Martin
Q1689312,Jimmy Barnes,https://en.wikipedia.org/wiki/Jimmy_Barnes
Q1696151,Ron Evans,https://en.wikipedia.org/wiki/Ron_Evans
Q1699135,John Aloysius Morgan,https://en.wikipedia.org/wiki/John_Aloysius_Morgan
Q1699327,John Bertrand,"https://en.wikipedia.org/wiki/John_Bertrand_(sailor,_born_1946)"
Q1699756,John Dauth,https://en.wikipedia.org/wiki/John_Dauth
Q1700021,John Kerr,https://en.wikipedia.org/wiki/John_Kerr_(pathologist)
Q1700035,John Fahey,https://en.wikipedia.org/wiki/John_Fahey_(politician)
Q1700698,John Kerin,https://en.wikipedia.org/wiki/John_Kerin
Q1702184,John Williamson,https://en.wikipedia.org/wiki/John_Williamson_(singer)
Q1713258,June Bevan,https://en.wikipedia.org/wiki/June_Bevan
Q1735672,Kate Carnell,https://en.wikipedia.org/wiki/Kate_Carnell
Q1737400,Kay Patterson,https://en.wikipedia.org/wiki/Kay_Patterson
Q1740252,Kevin Scarce,https://en.wikipedia.org/wiki/Kevin_Scarce
Q1740666,Khoo Boon Hui,https://en.wikipedia.org/wiki/Khoo_Boon_Hui
Q1761135,Tarnee White,https://en.wikipedia.org/wiki/Tarnee_White
Q1775702,Stan Pilecki,https://en.wikipedia.org/wiki/Stan_Pilecki
Q1783224,Peter Brock,https://en.wikipedia.org/wiki/Peter_Brock
Q7183545,Philip Flood,https://en.wikipedia.org/wiki/Philip_Flood
Q7184576,Philip Wollen,https://en.wikipedia.org/wiki/Philip_Wollen
Q7184729,Philippa Nikulinsky,https://en.wikipedia.org/wiki/Philippa_Nikulinsky
Q7188529,Phyllis Benjamin,https://en.wikipedia.org/wiki/Phyllis_Benjamin
Q7188556,Phyllis Frost,https://en.wikipedia.org/wiki/Phyllis_Frost
Q7194945,Pinchus Feldman,https://en.wikipedia.org/wiki/Pinchus_Feldman
Q7248186,Robert Clancy,https://en.wikipedia.org/wiki/Robert_Clancy_(doctor)
Q7253016,Prue Watt,https://en.wikipedia.org/wiki/Prue_Watt
Q7270704,Queenie Ashton,https://en.wikipedia.org/wiki/Queenie_Ashton
Q7273560,R. D. Fitzgerald,https://en.wikipedia.org/wiki/R._D._Fitzgerald
Q7273838,R. M. Williams,https://en.wikipedia.org/wiki/R._M._Williams
Q7279079,Rachael Kohn,https://en.wikipedia.org/wiki/Rachael_Kohn
Q7279084,Rachael Maza,https://en.wikipedia.org/wiki/Rachael_Maza
Q7279280,Rachel Imison,https://en.wikipedia.org/wiki/Rachel_Imison
Q7281903,Rae Anstee,https://en.wikipedia.org/wiki/Rae_Anstee
Q7287672,Ralph Hunt,https://en.wikipedia.org/wiki/Ralph_Hunt_(Australian_politician)
Q7287707,Ralph Jacobi,https://en.wikipedia.org/wiki/Ralph_Jacobi
Q7288063,Ralph Sarich,https://en.wikipedia.org/wiki/Ralph_Sarich
Q7288094,Ralph Slatyer,https://en.wikipedia.org/wiki/Ralph_Slatyer
Q7288095,Ralph Smart,https://en.wikipedia.org/wiki/Ralph_Smart
Q7288278,Ralph Willis,https://en.wikipedia.org/wiki/Ralph_Willis
Q7297227,Ray Braithwaite,https://en.wikipedia.org/wiki/Ray_Braithwaite
Q7297367,Ray Crooke,https://en.wikipedia.org/wiki/Ray_Crooke
Q7297453,Ray Epstein,https://en.wikipedia.org/wiki/Ray_Epstein
Q7297503,Ray Funnell,https://en.wikipedia.org/wiki/Ray_Funnell
Q7297523,Ray Gietzelt,https://en.wikipedia.org/wiki/Ray_Gietzelt
Q7297552,Ray Griggs,https://en.wikipedia.org/wiki/Ray_Griggs
Q7297571,Ray Hadley,https://en.wikipedia.org/wiki/Ray_Hadley
Q7297791,Ray Martin,https://en.wikipedia.org/wiki/Ray_Martin_(television_presenter)
Q7297930,Ray Parkin,https://en.wikipedia.org/wiki/Ray_Parkin
Q7297981,Ray Price,https://en.wikipedia.org/wiki/Ray_Price_(rugby)
Q7298269,Ray Weinberg,https://en.wikipedia.org/wiki/Ray_Weinberg
Q7298286,Ray Whitrod,https://en.wikipedia.org/wiki/Ray_Whitrod
Q7298305,Ray Wilson,https://en.wikipedia.org/wiki/Ray_Wilson_(Australian_rules_footballer)
Q7298506,Raymattja Marika,https://en.wikipedia.org/wiki/Raymattja_Marika
Q7298564,Raymond Apple,https://en.wikipedia.org/wiki/Raymond_Apple_(rabbi)
Q7298590,Raymond Begg,https://en.wikipedia.org/wiki/Raymond_Begg
Q7298611,Raymond Boultwood Ewers,https://en.wikipedia.org/wiki/Raymond_Boultwood_Ewers
Q7298776,Raymond Finkelstein,https://en.wikipedia.org/wiki/Raymond_Finkelstein
Q7298992,Raymond Martin,https://en.wikipedia.org/wiki/Raymond_Martin_(academic)
Q7301735,Rebecca Feldman,https://en.wikipedia.org/wiki/Rebecca_Feldman
Q7301864,Rebecca Peters,https://en.wikipedia.org/wiki/Rebecca_Peters
Q7302045,Rebel Penfold-Russell,https://en.wikipedia.org/wiki/Rebel_Penfold-Russell
Q7325229,Richard Docherty,https://en.wikipedia.org/wiki/Richard_Docherty
Q7326891,Richard Johnson,https://en.wikipedia.org/wiki/Richard_Johnson_(architect)
Q7327258,Richard Larkins,https://en.wikipedia.org/wiki/Richard_Larkins
Q7327351,Richard Letts,https://en.wikipedia.org/wiki/Richard_Letts
Q7327773,Richard Menhinick,https://en.wikipedia.org/wiki/Richard_Menhinick
Q7328163,Richard Oliver,https://en.wikipedia.org/wiki/Richard_Oliver_(Paralympian)
Q7328381,Richard Pestell,https://en.wikipedia.org/wiki/Richard_Pestell
Q7330029,Richard Wilson,https://en.wikipedia.org/wiki/Richard_Wilson_(general)
Q7330086,Richard Woolcott,https://en.wikipedia.org/wiki/Richard_Woolcott
Q7341466,Robert Allman,https://en.wikipedia.org/wiki/Robert_Allman
Q7342854,Robert Champion de Crespigny,https://en.wikipedia.org/wiki/Robert_Champion_de_Crespigny
Q229040,Dawn Fraser,https://en.wikipedia.org/wiki/Dawn_Fraser
Q229300,Quentin Bryce,https://en.wikipedia.org/wiki/Quentin_Bryce
Q230415,Judith Anderson,https://en.wikipedia.org/wiki/Judith_Anderson
Q230954,Shirley Strickland,https://en.wikipedia.org/wiki/Shirley_Strickland
Q231374,Shane Gould,https://en.wikipedia.org/wiki/Shane_Gould
Q231563,Jodie Henry,https://en.wikipedia.org/wiki/Jodie_Henry
Q380133,Kiri Te Kanawa,https://en.wikipedia.org/wiki/Kiri_Te_Kanawa
Q380487,Lincoln Hall,https://en.wikipedia.org/wiki/Lincoln_Hall_(climber)
Q381031,Sidney Nolan,https://en.wikipedia.org/wiki/Sidney_Nolan
Q381902,Gareth Evans,https://en.wikipedia.org/wiki/Gareth_Evans_(politician)
Q381941,Greg Norman,https://en.wikipedia.org/wiki/Greg_Norman
Q391178,Simon Fairweather,https://en.wikipedia.org/wiki/Simon_Fairweather
Q392099,Brenton Broadstock,https://en.wikipedia.org/wiki/Brenton_Broadstock
Q411903,Ajahn Brahm,https://en.wikipedia.org/wiki/Ajahn_Brahm
Q426049,John Fitzgerald,https://en.wikipedia.org/wiki/John_Fitzgerald_(tennis)
Q1607435,Henry Winneke,https://en.wikipedia.org/wiki/Henry_Winneke
Q1610713,I Made Mangku Pastika,https://en.wikipedia.org/wiki/I_Made_Mangku_Pastika
Q1615303,Rob Borbidge,https://en.wikipedia.org/wiki/Rob_Borbidge
Q1618162,Dean Woods,https://en.wikipedia.org/wiki/Dean_Woods
Q1619352,Suzanne Rutland,https://en.wikipedia.org/wiki/Suzanne_Rutland
Q1653736,Fiona Stanley,https://en.wikipedia.org/wiki/Fiona_Stanley
Q1674770,Issam John Darwich,https://en.wikipedia.org/wiki/Issam_John_Darwich
Q1677013,Jack Davis,https://en.wikipedia.org/wiki/Jack_Davis_(playwright)
Q1677019,Jack Dyer,https://en.wikipedia.org/wiki/Jack_Dyer
Q1677180,Jack Renshaw,https://en.wikipedia.org/wiki/Jack_Renshaw
Q1678053,Jacques Nasser,https://en.wikipedia.org/wiki/Jacques_Nasser
Q1680223,James Crawford,https://en.wikipedia.org/wiki/James_Crawford_(jurist)
Q1680992,James Plimsoll,https://en.wikipedia.org/wiki/James_Plimsoll
Q1681200,James Tomkins,https://en.wikipedia.org/wiki/James_Tomkins_(rower)
Q1686493,Jeffrey Smart,https://en.wikipedia.org/wiki/Jeffrey_Smart
Q1687903,Patricia Vickers Rich,https://en.wikipedia.org/wiki/Patricia_Vickers-Rich
Q1688012,Jerzy Toeplitz,https://en.wikipedia.org/wiki/Jerzy_Toeplitz
Q5488105,Frank Madill,https://en.wikipedia.org/wiki/Frank_Madill
Q7175395,Peter Leahy,https://en.wikipedia.org/wiki/Peter_Leahy
Q7175410,Peter Leek,https://en.wikipedia.org/wiki/Peter_Leek
Q7175469,Peter Lindsay,https://en.wikipedia.org/wiki/Peter_Lindsay
Q7175584,Peter Macdonald,https://en.wikipedia.org/wiki/Peter_Macdonald_(Australian_politician)
Q7175749,Peter McClellan,https://en.wikipedia.org/wiki/Peter_McClellan
Q7175814,Peter McMahon,https://en.wikipedia.org/wiki/Peter_McMahon
Q7175824,Peter McPhee,https://en.wikipedia.org/wiki/Peter_McPhee_(academic)
Q7175927,Peter Montgomery,https://en.wikipedia.org/wiki/Peter_Montgomery_(water_polo)
Q7175954,Peter Morris,https://en.wikipedia.org/wiki/Peter_Morris_(politician)
Q7176113,Peter Nixon,https://en.wikipedia.org/wiki/Peter_Nixon
Q7176188,Peter O'Shaughnessy,https://en.wikipedia.org/wiki/Peter_O'Shaughnessy
Q7176249,Peter Overton,https://en.wikipedia.org/wiki/Peter_Overton
Q7176310,Peter Patmore,https://en.wikipedia.org/wiki/Peter_Patmore
Q7176379,Peter Philips,https://en.wikipedia.org/wiki/Peter_Philips_(politician)
Q7176385,Peter Philpott,https://en.wikipedia.org/wiki/Peter_Philpott
Q7176513,Peter Rae,https://en.wikipedia.org/wiki/Peter_Rae
Q7176566,Peter Reith,https://en.wikipedia.org/wiki/Peter_Reith
Q7176902,Peter Shergold,https://en.wikipedia.org/wiki/Peter_Shergold
Q7176959,Peter Sinclair,https://en.wikipedia.org/wiki/Peter_Sinclair_(governor)
Q7177330,Peter Tinley,https://en.wikipedia.org/wiki/Peter_Tinley
Q7177347,Peter Toms,https://en.wikipedia.org/wiki/Peter_Toms
Q7177475,Peter Varghese,https://en.wikipedia.org/wiki/Peter_Varghese
Q7177577,Peter Walsh,https://en.wikipedia.org/wiki/Peter_Walsh_(Australian_politician)
Q7177768,Peter Wong,https://en.wikipedia.org/wiki/Peter_Wong_(Australian_politician)
Q7177822,Peter Yeldham,https://en.wikipedia.org/wiki/Peter_Yeldham
Q7178866,Petro Georgiou,https://en.wikipedia.org/wiki/Petro_Georgiou
Q7181769,Phil Cayzer,https://en.wikipedia.org/wiki/Phil_Cayzer
Q7181794,Phil Coles,https://en.wikipedia.org/wiki/Phil_Coles
Q7181928,Phil Gould,https://en.wikipedia.org/wiki/Phil_Gould_(rugby_league)
Q7182096,Phil Koperberg,https://en.wikipedia.org/wiki/Phil_Koperberg
Q7182293,Phil Pringle,https://en.wikipedia.org/wiki/Phil_Pringle
Q7183109,Philip Aiken,https://en.wikipedia.org/wiki/Philip_Aiken
Q7183266,Philip Brady,https://en.wikipedia.org/wiki/Philip_Brady_(broadcaster)
Q7183384,Philip Cox,https://en.wikipedia.org/wiki/Philip_Cox
Q261594,Cate Campbell,https://en.wikipedia.org/wiki/Cate_Campbell
Q261631,Alice Tait,https://en.wikipedia.org/wiki/Alice_Tait
Q262401,Christine Wolf,https://en.wikipedia.org/wiki/Christine_Wolf
Q262433,Debbie Flintoff-King,https://en.wikipedia.org/wiki/Debbie_Flintoff-King
Q263129,Lesley Turner Bowrey,https://en.wikipedia.org/wiki/Lesley_Turner_Bowrey
Q5530708,Gemma Dashwood,https://en.wikipedia.org/wiki/Gemma_Dashwood
Q5533059,Genevieve Bell,https://en.wikipedia.org/wiki/Genevieve_Bell
Q5534012,Geof Motley,https://en.wikipedia.org/wiki/Geof_Motley
Q5534061,Geoff Brown,https://en.wikipedia.org/wiki/Geoff_Brown_(RAAF_officer)
Q5534075,Geoff Carr,https://en.wikipedia.org/wiki/Geoff_Carr
Q5534160,Geoff Henke,https://en.wikipedia.org/wiki/Geoff_Henke
Q5534215,Geoff Mack,https://en.wikipedia.org/wiki/Geoff_Mack
Q5534212,Geoff Lyons,https://en.wikipedia.org/wiki/Geoff_Lyons
Q5534244,Geoff Mosley,https://en.wikipedia.org/wiki/Geoff_Mosley
Q5534285,Geoff Raby,https://en.wikipedia.org/wiki/Geoff_Raby
Q5534310,Geoff Shepherd,https://en.wikipedia.org/wiki/Geoff_Shepherd
Q5534346,Geoff Trappett,https://en.wikipedia.org/wiki/Geoff_Trappett
Q5534356,Geoffrey Virgo,https://en.wikipedia.org/wiki/Geoff_Virgo
Q5534364,Geoff Walsh,https://en.wikipedia.org/wiki/Geoff_Walsh
Q5534377,Geoff Williams,https://en.wikipedia.org/wiki/Geoff_Williams_(footballer)
Q5534384,Geoff Wilson,https://en.wikipedia.org/wiki/Geoff_Wilson_(professor)
Q5534424,Geoffrey Atherden,https://en.wikipedia.org/wiki/Geoffrey_Atherden
Q5534454,Geoffrey Blackburn,https://en.wikipedia.org/wiki/Geoffrey_Blackburn
