wikipediaPageID,name,pageCreation
354272,Mark Richards surfer,2003-11-01
13723038,Jim Peacock,2007-10-14
2481372,Norman Tindale,2005-08-18
2682414,Susie Maroney,2005-09-15
1758259,Dorothy Hill,2005-04-18
59190719,Dorothy Hill Medal,2018-11-29
43562650,Shirley Jeffrey,2014-08-14
19679172,Ray Whitrod,2008-10-08
21396852,Stephen Hawkins,2009-02-04
18469995,Clint Robinson canoeist,2008-07-17
211208,Kieren Perkins,2003-04-16
34200952,Noel Hush,2011-12-27
46754276,Jim Furner,2015-05-20
7407154,Sam Lipski,2006-10-12
61793130,Robin Hughes filmmaker,2019-09-16
1517607,James Gobbo,2005-02-17
8767513,Bob Cotton,2007-01-05
2108195,David Malet Armstrong,2005-06-24
6068039,Leonie Kramer,2006-07-22
6432436,Kevin Ryan rugby,2006-07-27
50296444,Max Hooper,2016-04-24
56332386,Heather Innes,2018-01-17
1793121,Ted Egan,2005-04-25
31398406,Patricia Brennan,2011-04-05
29112943,Peter Fritz,2010-10-08
35143115,June DallyWatkins,2012-03-19
737673,David Tonkin,2004-06-20
13507228,George Ivan Smith,2007-09-30
2458926,Barry Tuckwell,2005-08-15
10026441,George Dreyfus,2007-03-13
2205045,John Williamson singer,2005-07-10
19968502,Jill Perryman,2008-06-30
62469514,Eric Charles Rolls,2019-11-30
2701288,Bruce Dawe,2005-09-18
4740629,Leonard Teale,2006-04-14
26003320,Don Charlwood,2010-01-30
58606942,Ade Monsbourgh,2018-09-29
2713069,Max Dupain,2005-09-20
5754704,Joseph Stanislaus OstojaKotkowski,2006-06-29
63418535,Jean Skuse,2020-03-19
9275663,Phyllis Frost,2007-02-02
17158624,Jim Molan,2008-04-28
29679689,Donald Chalmers,2010-11-20
20779450,John Canny,2008-12-20
26985804,John Coates general,2010-04-17
4353301,Peter Arnison,2006-03-11
52684434,Henry Oliver Lancaster,2016-12-25
42899023,Maureen Brunt,2014-05-29
3665212,David Malcolm,2006-01-09
15304624,Arthur Gietzelt,2008-01-19
14345421,Don Grimes,2007-11-21
20233337,Ian Wood politician,2008-11-16
28198097,Ainslie Sheil,2010-07-30
42505187,Alf Rattigan,2014-04-16
46183405,Thomas Alexander Johnson,2015-03-21
40407091,Sidney Robert Freshwater,2013-08-31
1927706,John Alexander Australian politician,2005-05-23
52728900,David Roderick Curtis,2016-12-30
55054367,Dean Mercer,2017-08-28
5563731,Kerry SaxbyJunna,2006-06-14
55301543,Wilma Shakespear,2017-09-21
11371107,Allen Kerr,2007-05-23
1732872,Edward Clancy cardinal,2005-04-13
29128533,Barry Hunter bishop,2010-10-09
3489523,Nick FarrJones,2005-12-21
37675808,John Grant neurosurgeon,2012-11-18
5293656,Maude Bonney,2006-05-26
3571363,Peter Abeles,2005-12-30
1138327,John Cornforth,2004-11-06
3719477,Darrel Baldock,2006-01-14
2127699,Donald Dunstan governor,2005-06-28
46321982,Pat Galvin public servant,2015-04-05
43599746,David Sadleir,2014-08-19
49372812,Ted Pocock,2016-02-09
11601772,Roger Shipton,2007-06-05
18588977,Clarrie Millar,2008-07-26
321543,Michael Kirby judge,2003-09-19
9001245,Tony Fitzgerald,2007-01-19
534665,Roma Mitchell,2004-03-18
2361310,Thomas Reynolds Australian politician,2005-08-02
26295113,James Howard Browne,2010-02-22
19481308,Anthony Judge,2008-09-26
11288179,Johnny Ashcroft,2007-05-18
17016400,Philip Cox,2008-04-20
47444915,Bill Wells footballer,2015-08-06
62190293,Freda Glynn,2019-10-29
42938890,Dorothy Ross activist,2014-06-02
32019452,Henry Bosch,2011-06-08
4282973,Justine Saunders,2006-03-05
3018711,Bea Maddock,2005-10-28
41777618,Patricia Scott public servant,2014-01-29
19461371,Geoffrey Parsons pianist,2008-09-25
5576430,Margaret Somerville,2006-06-15
29995806,John Oldham architect,2010-12-10
25056261,Nick Waterlow,2009-11-12
10454797,Tony Rafty,2007-04-04
3002558,Max Gillies,2005-10-26
519261,Peter Sculthorpe,2004-03-11
20436904,Albert Arlen,2008-11-28
11940289,John Gandel,2007-06-25
28278458,Roberta McRae,2010-08-06
38961027,Archie Barton,2013-03-30
28487238,Ralph Elliott,2010-08-23
31701156,Paddy Roe,2011-05-07
58154795,Pat Turner Aboriginal activist,2018-08-15
52991226,Richard Bomball,2017-01-26
32731318,Ian Cooper violinist,2011-08-13
56095377,Elizabeth Catherine Usher,2017-12-20
45627036,Isabel McBryde,2015-03-09
16426,John Eccles neurophysiologist,2001-12-07
9447971,T Harri Jones,2007-02-11
14101944,Ralph Hunt Australian politician,2007-11-06
44774510,Murray Hill politician,2014-12-19
27678022,Laurie Kelly Sr,2010-06-11
27213286,Laurie Kelly politician,2010-05-04
3083898,Mick Young,2005-11-05
42949062,Kathleen Taperell,2014-06-03
490943,Lindsay Thompson,2004-02-27
26490750,Rosemary Goldie,2010-03-09
35834128,John Boultbee sport administrator,2012-05-15
8160279,Frank Arok,2006-11-28
1174075,Nancy Bird Walton,2004-11-16
42497167,Western Sydney Airport,2014-04-15
863044,Kay Cottee,2004-07-28
24489775,John Lewis Bishop of North Queensland,2009-09-27
32297671,Jon Muir,2011-07-03
2743279,Peter Sterling rugby league,2005-09-24
53059106,Gretna Margaret Weste,2017-02-01
17200158,William A Bradfield,2008-04-30
30330417,Noel Vose,2011-01-06
41628033,Alan Woods public servant,2014-01-13
1933109,Walter Campbell judge,2005-05-24
41806352,Tony Blunn,2014-02-01
7747783,Adrien Albert,2006-11-02
33256035,Mal Bryce,2011-09-30
22895329,Mosman Library,2009-05-22
1060308,Frank Fenner,2004-10-12
40998232,Charles Henry Grant,2013-11-06
19703857,John Young jurist,2008-10-10
13489919,Louis Waller,2007-09-29
17029663,Fay Gale,2008-04-21
5709663,Deirdre Jordan,2006-06-25
16960313,Robert Marsden Hope,2008-04-16
16288607,Sydney Taylor,2008-03-14
5317722,Sydney Taylor Book Award,2006-05-27
31497287,Derek Fuller Wrigley,2011-04-14
37825921,Allan Roy Sefton,2012-12-04
31894646,Joan Winch,2011-05-26
1262205,Llew Edwards politician,2004-12-10
26306335,Milton Morris,2010-02-23
44712316,Don Laidlaw,2014-12-14
20174662,David Andrew,2008-11-12
3194103,Les Murray poet,2004-09-21
22381650,Kathleen Fitzpatrick Australian academic,2009-04-12
44380171,Ann Newmarch,2014-11-12
21085566,Janet Karin,2009-01-14
1671232,Romaldo Giurgola,2005-03-30
32361863,Clement Semmler,2011-07-09
17016400,Philip Cox,2008-04-20
25792088,Geoffrey Chard,2010-01-13
62573839,Thelma Clune,2019-12-13
2765666,Judy Cassab,2005-09-26
11872200,Trevor Swan,2007-06-20
48968228,Brian Johns businessman,2015-12-31
12415775,Brian Gibson politician,2007-07-24
23124408,Eve Mahlab,2009-06-06
698446,Quentin Bryce,2004-06-02
223893,Peter Hollingworth,2003-05-09
21057831,Clare Stevenson,2009-01-12
2330773,John Friedrich fraudster,2005-07-29
36194539,Barrie West,2012-06-20
5126337,Ralph Sarich,2006-05-13
373280,William Deane,2003-11-20
13491469,Nigel Bowen,2007-09-29
741215,Gerard Brennan,2004-06-21
22691368,Peter Scott canoeist,2009-05-05
15401801,Ron Casey Sydney broadcaster,2008-01-24
63115342,David David surgeon,2020-02-15
24661848,David Penington,2009-10-12
13951387,Colin Jamieson,2007-10-28
1346106,Neville Wran,2004-12-31
3643178,William Heseltine,2006-01-07
3628502,Robert Evans astronomer,2006-01-05
7217721,Max Basheer,2006-09-30
2199552,Neale Fraser,2005-07-09
1624907,John Avery police officer,2005-03-20
26924885,William Edward Murray,2010-04-12
15348131,Ingo Renner,2008-01-21
57241052,Dale Caterson,2018-04-26
36643599,Ion Popa rower,2012-08-06
21381416,Andrew Cooper,2009-02-03
10971760,Richard Carter actor,2007-04-29
3624985,Peter Antonie,2006-01-05
906963,James Tomkins rower,2004-08-17
57209782,Adair Ferguson,2018-04-23
15783742,Keith Rayner,2008-02-16
2507439,Lawrence Alexander Sidney Johnson,2005-08-21
1523443,Arthur Birch organic chemist,2005-02-19
33259177,Fred Grimwade,2011-09-30
705853,James Wolfensohn,2004-06-05
4272426,Bill Collins television presenter,2006-03-04
56158326,Nina Christesen,2017-12-29
22806612,Ronald Berndt,2009-05-15
13752064,Raymond Martin academic,2007-10-16
22806711,Catherine Berndt,2009-05-15
57816990,Freda Whitlam,2018-07-03
60407854,Phyllis Duguid,2019-04-04
29992189,Ian Gawler,2010-12-09
26105413,Harry Dean politician,2010-02-07
1698688,Charles Perkins Aboriginal activist,2005-04-06
17989313,Carla Zampatti,2008-06-17
38391597,Cedar Prest,2013-02-01
1174200,Bruce Petty,2004-11-16
24082835,Jan Sedivka,2009-08-23
1677160,Don Burrows,2005-04-01
53091384,Fred Parslow,2017-02-05
13457897,John Cargher,2007-09-27
1213430,David Malouf,2004-11-27
5623601,Kenneth Jack,2006-06-19
415848,Eric Bogle,2003-12-30
54607712,Peter Elliott bishop,2017-07-20
154556,John Williams guitarist,2002-12-04
63363687,Peter Orlebar Bishop,2020-03-13
8543893,Nicholas Hasluck,2006-12-21
52064402,Anne Bower Ingram,2016-10-22
17998587,Roger Covell,2008-06-18
1173073,Dorothy Hewett,2004-11-15
38034195,Claire Dan,2012-12-27
20352029,Arnold Drury,2008-11-23
48653221,Isabel Flick,2015-11-26
48318321,Derek Deighton,2015-10-22
170975,Peter Finch,2003-01-19
3569012,Xavier Connor,2005-12-30
1028946,Victor Chang,2004-09-30
42263238,Jack Wright politician,2014-03-21
58164788,Kenneth Chan rower,2018-08-16
1147867,David Smith public servant,2004-11-09
35724220,Germaine Joplin,2012-05-05
63087663,Isabel Joy Bear,2020-02-11
59089425,Brian Tobin tennis,2018-11-17
2443025,Tony Mundine boxer,2005-08-13
51766945,Tom Bellew,2016-09-27
610478,Paul Wild Australian scientist,2004-04-21
24431203,John Henry Carver,2009-09-22
43705109,Norman Oakes,2014-08-31
40888855,Francis Peter de Campo,2013-10-25
46962260,Rodney Johnson sport shooter,2015-06-12
693780,Paul Hogan,2004-05-31
9392580,Hugh Gordon parasitologist,2007-02-08
26010486,Kevin Nichols,2010-01-31
1894559,Lindsay Gaze,2005-05-16
60555434,Edwina Kennedy,2019-04-21
10134281,Martin Glaessner,2007-03-19
41898147,Peter Henderson Australian public servant,2014-02-10
24456243,Lee Robinson director,2009-09-24
62776639,Don Cooley,2020-01-08
55022479,Myra Roper,2017-08-25
1042746,Peter Cosgrove,2004-10-05
2760974,David Martin governor,2005-09-25
51149736,Clarrie Hermes,2016-07-24
6823789,Leycester Meares,2006-09-03
1072712,Galarrwuy Yunupingu,2004-10-16
2762177,Clifton Pugh,2005-09-25
25418558,Ursula Hoff,2009-12-13
2909060,Lloyd Rees,2005-10-15
13378757,Neville Gruzman,2007-09-21
2048606,Frank Moorhouse,2005-06-15
7740626,Colin Madigan,2006-11-02
14336886,Inge King,2007-11-20
1890104,Albert Tucker artist,2005-05-15
1864948,Thomas William Holmes,2005-05-10
42607706,Alexander Clifford Beauglehole,2014-04-28
6671466,Arnold Robert McGill,2006-08-24
24115900,David Butler general,2009-08-26
49224216,Stephen FitzGerald diplomat,2016-01-26
26091,Rupert Murdoch,2001-10-23
3907147,Charles Jones Australian politician,2006-01-31
43190089,Jim Scully public servant,2014-07-01
1010228,Russell Ebert,2004-09-23
2385347,Gil Langley,2005-08-05
58220992,Will Baillieu,2018-08-21
389497,Peter Costello,2003-12-05
50535795,Myer Kangan,2016-05-14
53087969,William Albany McKenzie,2017-02-04
173686,Kerry Packer,2003-01-24
9119558,Joyce Nicholson,2007-01-26
25674314,John Manning Ward,2010-01-04
38391948,Allan McFarlane,2013-02-01
12342374,Vivienne Binns,2007-07-20
534672,David Williamson,2004-03-18
3072334,R D Fitzgerald,2005-11-03
23520606,Peter McIntyre architect,2009-07-07
17711861,Maie Casey Baroness Casey,2008-06-01
42605811,John Roslyn Garnet,2014-04-28
12304090,David McLeish,2007-07-18
40150215,Charles Fenton,2013-08-04
17818402,Syd Einfeld,2008-06-07
587792,Des Corcoran,2004-04-10
27925554,Kath Anderson,2010-07-03
20193664,John Bunting diplomat,2008-11-13
3592587,Geoff Hunt,2006-01-02
2566644,Fos Williams,2005-08-29
12944417,Marshall Hatch,2007-08-25
49410212,John Rowland diplomat,2016-02-12
2267756,Jacques Miller,2005-07-19
30292742,Geoff Virgo,2011-01-03
21449303,Ian Reay Mackay,2009-02-08
39399100,Harry Krantz,2013-05-16
44010601,Kevin McDonald rugby league,2014-10-03
6926558,Ivan Southall,2006-09-10
988577,A D Hope,2004-09-15
20402339,Isador Goodman,2008-11-26
3761192,Dymphna Cusack,2006-01-18
24915744,Beatrice Deloitte Davis,2009-10-31
998981,Jack Lindsay,2004-09-19
11932836,Franca Arena,2007-06-24
46221804,Claude Ewen Cameron,2015-03-25
57524285,Peter Hogarth Doyle,2018-05-27
15351535,Alf Garland,2008-01-21
22125352,Laurie Short,2009-03-25
15393892,Max Fatchen,2008-01-24
36173104,Joan Long,2012-06-18
2861204,Norman Makin,2005-10-08
54386168,Harold David Anderson,2017-06-25
14222829,Bob Marshall billiards player,2007-11-13
58968804,Doris Magee,2018-11-05
19841721,James Gleeson bishop,2008-10-19
481803,Ken Rosewall,2004-02-22
322569,Kim Beazley Sr,2003-09-20
1625030,Jack Renshaw,2005-03-20
9668601,Frank Wise,2007-02-23
44599478,Douglas Peel Gordon,2014-12-04
4059,Bob Hawke,2001-08-17
1186694,William George Walker,2004-11-19
54378169,Clem Renouf,2017-06-23
2422389,William Sutherland physicist,2005-08-10
3767628,Nancy Keesing,2006-01-19
28080033,Margel Hinder,2010-07-19
53302989,Max Angus,2017-02-25
25889442,Hal Missingham,2010-01-21
61835464,Ian McBryde South Australian politician,2019-09-20
16049707,Brian Murray governor,2008-03-02
1144222,John Crawford economist,2004-11-08
8577562,James Plimsoll,2006-12-23
417493,Macfarlane Burnet,2004-01-01
33258645,Harold Brennan,2011-09-30
21789084,Winifred Curtis,2009-03-03
44655954,Bert Shard,2014-12-10
2221712,John Armstrong Australian politician,2005-07-12
12709847,Albert Thompson Australian politician,2007-08-10
5311688,Samuel Warren Carey,2006-05-27
42614200,Allen Axel Strom,2014-04-29
10361711,Eleanor Dark,2007-03-30
16993677,John Shaw sailor,2008-04-18
25850280,Ken Myer,2010-01-18
2731376,Felix Werder,2005-09-22
23213129,Alan McLeod McCulloch,2009-06-14
17715844,Raymond Hanson composer,2008-06-01
1142485,Harold Blair,2004-11-07
49297135,William Henderson general,2016-02-02
14782617,Eric Underwood,2007-12-19
6913154,Arthur Dale Trendall,2006-09-09
3076771,Peter Karmel,2005-11-04
16285,John Cade,2001-11-03
49349358,Tom Critchley,2016-02-07
40777998,Francis Patrick Donovan,2013-10-12
1115991,Cecil Purdy,2004-10-29
4190469,Clem Jones,2006-02-25
1038547,Bert Newton,2004-10-04
