id,label,url,description,matchText,PossibleAlias,wikiDataMatch,wikiAusMatch
Q3308267,Michael James Tyler,//www.wikidata.org/wiki/Q3308267,Australian herpetologist,Michael James Tyler,NA,Y,Y
Q16104885,Don Hopgood,//www.wikidata.org/wiki/Q16104885,Australian politician,Donald Jack Hopgood,Donald Jack Hopgood,Y,Y
Q524423,Catherine Hamlin,//www.wikidata.org/wiki/Q524423,Australian obstetrician and gynaecologist,Elinor Catherine Hamlin,Elinor Catherine Hamlin,Y,Y
Q692611,Carl Wood,//www.wikidata.org/wiki/Q692611,Australian doctor,Edwin Carlyle Wood,Edwin Carlyle Wood,Y,Y
Q87773545,Stewart Cockburn,//www.wikidata.org/wiki/Q87773545,Australian journalist and author,Alexander Stewart Cockburn,Alexander Stewart Cockburn,Y,Y
Q54855,Yoram Gross,//www.wikidata.org/wiki/Q54855,Animation producer and director,Yoram Jerzy Gross,Yoram Jerzy Gross,Y,Y
Q16019536,Joe Riordan,//www.wikidata.org/wiki/Q16019536,Australian  politician,Joseph Martin Riordan,Joseph Martin Riordan,Y,Y
Q5488558,Frank Mossfield,//www.wikidata.org/wiki/Q5488558,Australian politician,Frank Mossfield,NA,Y,Y
Q64878016,Peter W. Sheehan,//www.wikidata.org/wiki/Q64878016,psychologist and researcher,Peter Winston Sheehan,Peter Winston Sheehan,Y,Y
Q16105750,Robert Richardson,//www.wikidata.org/wiki/Q16105750,Royal Australian Air Force commander,Robert Victor Richardson,Robert Victor Richardson,Y,Y
Q5981978,Ian Kiernan,//www.wikidata.org/wiki/Q5981978,Australian environmentalist,Ian Bruce Carrick Kiernan,Ian Bruce Carrick Kiernan,Y,Y
Q61646480,Alexander Nelson,//www.wikidata.org/wiki/Q61646480,Australian politician,Alexander Nelson,NA,Y,Y
Q6193859,Jim Brown,//www.wikidata.org/wiki/Q6193859,"Australian politician, born 1918",James Hill Brown,James Hill Brown,Y,Y
Q2597215,Mollie Gillen,//www.wikidata.org/wiki/Q2597215,Canadian/Australian writer,Mollie Gillen,NA,Y,Y
