name,wdID
Les Abbott ,Q67056053
Paul Grundy,Q7151031
John Carrick,Q6225275
Susan Crennan ,Q15501761
Lindsay Fox,Q6552707
Jack Brabham,Q2125
Dean Brown ,Q3020626
Nancy Fairfax ,Q65115506
David Moore ,Q5237682
Bob Shirlaw,Q4933973
Suzanne Rutland,Q1619352
Alexander Floyd,Q4718870
Tibor Gonczol ,Q20807642
Elizabeth Little ,Q3051240
Eric Kent,Q5386877
William Holmes,Q8012439
David Kemp,Q28037717
Kenrick Tucker,Q20757572
Alasdair Webster ,Q4708447
Marcel Weyland,Q6756251
Alisa Camplin,Q271586
Douglass Baglin,Q59533008
William Foster,Q8009242
David Clyde Dridan,Q43129736
Ian R. Johnston,Q5982656
Ian Knop ,Q5981997
John J McGrath,Q39061421
Robert Ingpen,Q3295484
Fred Finch,Q5495133
Denise Green ,Q20856724
Michelle Haber,Q17523836
Len Eacott ,Q85171264
Paul Pholeros,Q15430944
Michael Ramsden ,Q1928970
Neil Robson,Q11884127
Les Perry ,Q6529857
Zali Steggall ,Q145103
John Reddish,Q19666968
Joy Hruby,Q6297154
Harry Hunter ,Q5669888
John McCarthy,Q6247450
John F. G. Wilkinson,Q29075926
Dennis Green,Q5258464
Kevin Hamilton ,Q18387889
Stan Marks,Q7597777
Ken Henry,Q6387778
Barry Marshall,Q202136
Bridget Ogilvie ,Q4966739
Peter Shergold,Q7176902
Robin Warren ,Q208670
John Bannon,Q3180992
Peter Cundall,Q7173472
Margaret Court ,Q202342
Margaret Court Arena,Q732679
Maurice de Rohan,Q22958940
David Murray,Q5237838
John Olsen,Q3182215
John Perry,Q52232372
Bob Simpson ,Q2738939
Doreen Akkerman,Q59192720
Gavin Brown ,Q5528082
Janice Crosio,Q6154225
Mike Barnett,Q25184175
Val Jeffery,Q26196464
Trevor Johnson,Q7839238
John Kerr ,Q1354851
H. Margaret Wilson,Q58030897
Bev Harrell,Q58487200
Jill Hellyer ,Q6192862
Anne Davies,Q4768257
Jeffrey Sayle,Q69496137
Mike Williamson,Q6849288
Arthur Marshall,Q4799656
Peter Montgomery ,Q7175927
Doris Pilkington Garimara ,Q1245297
Mervyn Rose,Q913948
Amin Saikal,Q4746323
George Hampel,Q5540195
Neville Jeffress,Q7004738
Ian Lacey,Q5982004
Michael Wenden,Q706637
Lyn Swinburne,Q16151990
Peter Toogood,Q17429454
Lisa Gasteen,Q3117430
Robert Jacks ,Q7346002
Frank Cameron Jackson,Q1365057
Con Sciacca ,Q5158005
James Strong,Q6143764
Jeanne Collison ,Q73321696
Nicole Kidman,Q37459
Harry Messel,Q11171908
Kerry Stokes,Q6394668
Ken Michael,Q185788
Alan Hopgood ,Q4706887
Anthony Kyle Irvine,Q19950101
Harry Edwards ,Q16019373
Nicky Downer ,Q52386992
John P Keeves ,Q89622262
Warwick Parer,Q6035315
Florence Pens ,Q55103630
Joan Sheldon,Q6205444
Margaret Nyland ,Q43819716
Antony Kidman,Q18016920
Henry Simpson Newland,Q15488706
Ken Matthews,Q16732157
Fred Stolle ,Q54671
Jean Calder,Q55761261
Enid Campbell ,Q5378859
Tim Fischer ,Q7803494
Jeff Kennett ,Q3176518
Michael Alpers,Q6828190
Bryan Beaumont ,Q4979974
Derek Denton,Q5261917
Keith White,Q21598416
Keith Whitehead,Q76658459
Petria Thomas,Q232816
Chantel Wolfenden ,Q5072637
Stephen Wooldridge,Q329674
Wendy Richardson,Q7982770
George Petersen ,Q5543366
Giaan Rooney,Q447501
Sarah Ryan,Q3950349
Jessicah Schipper,Q235909
Stuart O'Grady ,Q145469
Peter Dawson ,Q716783
Matt Cowdrey,Q3299692
Robert Duncan,Q50276608
Salvatore Coco ,Q7406638
Ben Austin,Q4885244
Mark Waugh,Q3177366
Roy Cameron,Q3468229
Graeme Brown ,Q464838
Clive Bubb,Q5134511
Janelle Lindsay,Q6153063
Brett Lancaster ,Q456612
Libby Trickett,Q270663
John Leo McNamara ,Q6244581
Alice Tait,Q261631
Brooke Hanson,Q272215
Hugh Gilchrist ,Q22959243
Leisel Jones,Q270686
Lindy Hou ,Q6552981
Maurice Hurst ,Q6793215
Gwenneth J. Harden,Q21515490
Harry Michaels,Q5671079
Shane Kelly ,Q2061117
Bob McCarron,Q888102
Judith Green ,Q16196963
John Moore,Q6249252
Bardayal 'Lofty' Nadjamerrek,Q17014874
Ann Sherry,Q17000790
Betty Taylor,Q96065152
Ian Temby,Q5983051
Robert Williamson ,Q2159209
Jimmy Little ,Q3494784
Lesley Barclay,Q38367516
Gordon Briscoe,Q5584909
Rodney Cavalier,Q7356875
Jan Chapman ,Q3161628
Bob Collins,Q3641283
Beatrice Faust ,Q4877146
Victor Warren Fazio ,Q20741891
Michelle Grattan,Q6837057
Ros Kelly,Q15504829
Frank William Gibson,Q18145445
John J. Hopwood ,Q56815974
Nina Bassat,Q21710949
Mary Beasley,Q78549992
Ian Macfarlane ,Q11976756
John Hay ,Q6217729
Graeme Clark ,Q125204
Roger Climpson,Q7357991
Christopher Green,Q5112427
Edward Duyker ,Q337569
Philip Dulhunty,Q60676161
James Jupp,Q6137034
Tony Messner,Q7822968
Julie Hammer ,Q6308225
John Quaife ,Q6253640
Simone Young,Q273672
Alfred van der Poorten,Q2644238
Frank Walsh ,Q15500898
Frank Walshe,Q16000443
Barbara Ker Wilson,Q65037284
Nigel Coates ,Q7032304
Pamela Russell ,Q18166584
Jan Senbergs,Q16105206
Kathy Sullivan,Q16106114
Mary Beckett,Q61961350
Jack Bennett,Q6111241
Andrew Evans,Q4756910
Jack Lang,Q933146
Betty Wilson,Q4899016
Diana Penniment,Q64397548
Earle Backen ,Q21682597
Christopher James Baker,Q96583799
Eileen Kampakuta Brown,Q5349390
Michael Burrows,Q61818726
Lana Cantrell,Q6482830
Frederick Cress ,Q43128831
Leslie Olsson ,Q57572177
John Schaeffer ,Q15526953
Evelyn Scott ,Q25183380
Mark Taylor ,Q2735589
Hilton Forrest Deakin ,Q1618937
Mick Dodson,Q6838143
Franz Kempf ,Q5492847
James Lawson,Q6137871
Wellington Lee,Q15967993
Bob Merriman ,Q22006841
Frank Murphy ,Q19667435
Max Kay,Q64781096
Charles Francis ,Q21597839
Padraic McGuinness ,Q7123909
Jeffrey Heath ,Q88760919
Chris Heyde,Q5106872
Charles Angas Hurst,Q5075146
Garry McDonald ,Q5524187
Bob Day ,Q4932238
Jane Diplock,Q72365805
Gary Gray,Q5525157
Rowena Margaret Armstrong ,Q96588693
Keith Mason,Q6384716
Tim Looker,Q56260327
George Roberts ,Q19282145
Joe Schipp,Q6212229
Rosemary Owens ,Q16202701
Michael Blakemore,Q15463660
George Paxinos ,Q19876896
Geoffrey Opat ,Q68175006
Rosemary Edna Sinclair,Q23682771
Lyn Fragar,Q42836150
Ross Dunning,Q28428590
John Fahey ,Q1700035
Gordon Moyes,Q5585587
Maurice Newman,Q6793374
Carlo Salteri,Q5041602
Joe Baker,Q52352637
Ron Tauranac ,Q173614
David Warren,Q540582
David Campese,Q1173922
Ron Christie ,Q21064052
Daphne Elliott ,Q97657840
Andrew Gaze ,Q504835
Keith Heritage ,Q58815699
Rex Henry Morgan,Q7319209
Ian Maddocks,Q22006499
Maggi Sietsma ,Q6730145
Julie Warn,Q18640549
Percy White,Q7167642
Kevin Smith,Q19981262
Ronald Charles Robertson-Swann ,Q43135898
Henry Nissen,Q16124068
Beth Dean Carell,Q71075722
Henri Szeps,Q1606025
John Henry Olsen,Q43134902
John Hewson,Q1579545
Jeffrey Lucy,Q6176139
Peter Derham,Q7173641
Brendan Hansen,Q4960915
Jean Brodie-Hall,Q52274576
Elery Hamilton-Smith,Q5359456
Myer Rosenblum ,Q6947400
Clive Minton,Q5134631
Bill Kirby,Q1131581
Heath Francis,Q5693454
Greg Smith,Q5606266
Tania Modra,Q7683251
Siobhan Paton,Q622165
Noel Robins,Q7047189
Noel Robinson,Q84974961
Adrian Grogan,Q4685069
Danielle Woodhouse ,Q3702135
Natalie Cook,Q263886
Kerri Pottharst,Q442605
Paul Barnett,Q7149241
Mark le Flohic,Q6770509
Rebecca Feldman ,Q7301735
Matthew Gray ,Q6790588
Daniel Polson,Q5218465
Darren Harry,Q5224954
Brett Aitken ,Q910668
Lisa McIntosh ,Q3811771
Michael Klim,Q715561
Daniel Kowalski,Q558544
Todd Pearson,Q726401
Charles Batt ,Q5075470
Donald Frederick Blaxell,Q4088436
Ian Francis Bell Common,Q3791475
Ian George,Q5981622
Patrick Donachie,Q7146379
Chris Fydler ,Q726490
Grant Hackett,Q318982
Adam Pine,Q2280034
Cathy Freeman ,Q234762
Ashley Callus,Q222892
John Downer ,Q6230006
John Laurence Lambert,Q85846219
Athol Moffitt,Q4815626
Robert Evelyn Porter ,Q47520370
Natalie Miller,Q63508202
Walter Ian Harewood Johnston,Q5981919
Heini Becker ,Q16096830
Peter Jones ,Q27922653
Chris Sumner,Q5108195
John Horvath,Q96265016
Max Moore-Wilton,Q6795025
Clem Christesen,Q1100236
Bruce Goodluck,Q4977562
Ben Humphreys ,Q4885879
Allan Langer,Q2837736
Joseph Mark Gani,Q65679761
Joan Brassil,Q66785179
Berry Durston,Q56226254
John Kundereri Moriarty,Q6243494
Ray Parkin,Q7297930
Les Scheinflug,Q1820577
Peter Moore ,Q7175940
Donnie Sutherland ,Q5296695
Phil Rogers,Q2274284
John Harrower,Q6238009
Frank Farina ,Q710474
Alastair Gordon,Q18222050
Danielle McGrath,Q512658
Michael Maher,Q6832447
Tom Lewis,Q3525352
Jack Mundey,Q6114227
David Hunt,Q5235260
Bruce Gyngell,Q4977596
Richard Hasse Davis,Q7326315
Bill Crews,Q4908613
Maria Skyllas-Kazacos,Q52004490
Edmund Collins ,Q1286491
Ronald Harvey ,Q7364925
Lindsay Cunningham,Q69526226
Malcolm McIntosh ,Q16745007
Bruce William Stillman ,Q991815
Diana Temple,Q60480350
Jiro Kikkawa,Q6203088
John Eales,Q926351
Trevor Flugge ,Q7839151
John McCarthy,Q6247459
Sol Bellear ,Q20675976
Kaye Spence,Q58143294
David Tudehope,Q53870574
Suzanne Cory ,Q1231087
Suzanne Cory High School,Q7650807
Paul Rigby,Q7153232
Christopher Roper,Q5113163
John Moule,Q21070016
John Lord,Q55615211
Jack Butcher,Q6111496
William Dunn,Q23585445
Ben Cropp ,Q2143011
Kim Westwood,Q6409561
William Browne,Q8013438
Kaarene Fitzgerald,Q17309026
Kay Saunders,Q70880291
John Hatton ,Q6238244
Leo Williams,Q6524330
"Sir Rupert Clarke, 3rd Baronet",Q7528923
Frank Ford ,Q5486661
John Millett ,Q16088963
Philip Bacon ,Q65684080
Harold Burnell Carter,Q28843017
Joan Freeman,Q21531658
Richard Mills ,Q7327820
Rodney Seaborn,Q83330947
"Robert May, Baron May of Oxford",Q336397
Michael Noonan,Q6833091
Geoffrey Edwin Summerhayes,Q5534589
Stuart Wagstaff,Q7627198
Nora Heysen,Q3878307
Martin Wesley-Smith ,Q6776869
Fred Hilmer,Q5495456
Slim Dusty,Q607807
James Wright ,Q28756465
Bruce Cowan ,Q2313174
Jennifer Cashmore ,Q6178185
John Ravenhall,Q27975272
Miriam-Rose Ungunmerr-Baumann,Q26705245
John Prior,Q6253448
William Wright,Q1724921
Stanislawa Dabrowski,Q7599087
Paul Couvret,Q7149989
Ken Lowrie,Q16019453
Max Leroy Davis ,Q1912952
Rolf Prince ,Q62606807
Norman Rothfield,Q17403902
Michael Black,Q6828675
Peter Hamilton Bailey,Q39649457
Murray Tobias ,Q16105234
Alf Howard ,Q4721699
John Harber Phillips ,Q6237692
Kenneth Wiltshire,Q6390837
Bob Francis,Q4932458
Valerie Ball,Q61961032
H. Rodney Withers,Q5628527
Bruce Armstrong,Q63705546
Michael John Palmer,Q29053711
Stephen Boyden,Q66736116
Timothy McLaren ,Q14030673
John R. Philip,Q6253969
Danni Roche ,Q5219428
Russell Mark ,Q3357486
Richard Oliver,Q7328163
Megan Marcks,Q6808700
Kate Slatter,Q6375789
Drew Ginn ,Q1258722
Alyson Annan ,Q275287
Tim Matthews,Q7803910
David Evans ,Q5233459
Mark Woodforde ,Q360630
Melissa Carlton,Q6812658
Peter Parrott,Q2077437
Ron Hovey,Q7363941
Christopher Scott,Q5113208
Troy Andrews,Q7846748
Michael Diamond ,Q1927297
Kingsley Bugarin ,Q6413289
Kerry Golding ,Q6394531
Orfeo Cecconato ,Q7101702
Ian Craig,Q5981297
Timothy Maloney ,Q7807384
Troy Sachs,Q7846940
Michelle Andrews ,Q6836903
Julie Nykiel ,Q3811117
Barbara Worley,Q16095937
Eric Richardson,Q22019294
David Theile,Q1176824
Roger Goldsworthy,Q16091192
Fred Chaney,Q15462333
Kerry Sibraa ,Q6394660
Charlotte Anderson,Q5085828
Bob Bottom,Q4931883
Peter C. Doherty ,Q309814
Bill Ludwig ,Q4909968
William Gummow,Q8010270
Trang Thomas,Q52557994
George Walters,Q57572872
Udo Sellbach,Q16017567
John Robert Booker ,Q1701581
Milan Hudecek,Q6850561
Jack Hyett ,Q6113281
Harry C. Giese,Q16014871
George Brown,Q16089648
Albert Ullin,Q56604364
Liz Mullinar,Q6660251
Frankie Davidson,Q63993347
Paul Fitzgerald,Q7150652
Richard Letts ,Q7327351
Evan Walker,Q17402546
Moya Henderson,Q6927578
Madonna Staunton,Q67090439
Ken Scarlett,Q6388442
Joyce Stevens ,Q33100363
Dale Spender ,Q5210637
William Race Allison,Q21539590
Roger Powell ,Q16734678
Joan Paton,Q6205350
Mal Logan ,Q6740616
Anne Boyd,Q2607573
Julie Cliff,Q57879940
Tim Burstall,Q7803256
Bruce Eastick,Q16090285
Michael Keating,Q16105381
Ian Rogers,Q1362091
Paul Wade,Q2056384
Harry Thompson,Q16066762
Michael Joseph Norton,Q6833102
Richard Arthur Ian Drew,Q21389062
Michael James Tyler ,Q3308267
Don Hopgood,Q16104885
Catherine Hamlin,Q524423
Carl Wood,Q692611
Stewart Cockburn ,Q87773545
Yoram Gross,Q54855
Joe Riordan,Q16019536
Frank Mossfield,Q5488558
Peter W. Sheehan,Q64878016
Robert Richardson,Q16105750
Ian Kiernan,Q5981978
Alexander Nelson,Q61646480
Jim Brown,Q6193859
Mollie Gillen,Q2597215
Jack Roberts,Q15996157
Irene Moss ,Q6069158
Concetta Benn ,Q25262266
Christopher Koch,Q1086776
John Curro,Q6227951
Elizabeth Cameron Dalman,Q18389591
Raymond Boultwood Ewers ,Q7298611
Max Germaine,Q16864449
Lex Marinos,Q6537578
Mervyn Ashmore Smith,Q18166179
Marian Sawer,Q59159519
Yvette Amer,Q55063755
Dulcie Flower,Q83442396
Eva Burrows,Q1022204
Douglas Vincent ,Q5302064
Kamahl ,Q2885132
John Brown ,Q637377
Tom Cole,Q26785088
John Sanderson,Q3182423
Guy Green,Q951576
Elliott Johnston ,Q5365675
Doone Kennedy,Q18187065
Thomas Reeve Kaiser,Q10382191
Thomas Reeves,Q7793455
Susan Pond ,Q52424196
Harry Holgate,Q16013862
Bill Grayden ,Q4909203
Kevin Cullen ,Q56293215
Lorraine Dennerstein,Q19872829
Norman Foster,Q16017391
Warwick Forbes,Q41298250
Mark Richards,Q1470097
Jim Peacock,Q6197418
Norman Tindale,Q2119932
Susie Maroney ,Q7649045
Dorothy Hill,Q3037171
Dorothy Hill Medal,Q60756218
Shirley Jeffrey,Q17516072
Ray Whitrod,Q7298286
Stephen Hawkins,Q7609448
Clint Robinson,Q2979342
Kieren Perkins,Q362197
Noel Hush,Q1995372
Jim Furner ,Q19975877
Sam Lipski,Q7407796
Robin Hughes,Q78099898
James Gobbo,Q935115
Bob Cotton,Q4932144
David Malet Armstrong,Q1173590
Leonie Kramer,Q6526614
Kevin Ryan ,Q6397413
Max Hooper,Q23913399
Bartz Schultz,Q61188382
Heather Innes,Q47456181
Ted Egan,Q7693161
Patricia Brennan,Q7145481
Peter Fritz,Q7174103
June Dally-Watkins ,Q6312262
David Tonkin,Q3018895
George Ivan Smith,Q5540976
Barry Tuckwell,Q809108
George Dreyfus ,Q869751
John Williamson ,Q1702184
Jill Perryman ,Q6193008
Eric Charles Rolls ,Q76840007
Bruce Dawe,Q4977359
Leonard Teale,Q6525783
Don Charlwood,Q5292412
Ade Monsbourgh,Q56811718
Max Dupain ,Q3033453
Max Watters,Q84777256
Joseph Stanislaus Ostoja-Kotkowski,Q6287144
Jean Skuse ,Q87996521
Phyllis Frost ,Q7188556
Jim Molan ,Q6196985
Donald Chalmers ,Q5294160
John Canny ,Q6225059
John Coates ,Q6226435
Peter Arnison,Q472596
Helen Reid,Q56887983
Henry Oliver Lancaster,Q28059118
Noel George Butlin,Q21197039
Maureen Brunt,Q28219596
David Malcolm,Q13522497
Arthur Gietzelt,Q4798812
Don Grimes ,Q5292712
Ian Wood,Q5983311
Ainslie Sheil,Q4697493
Alf Rattigan ,Q16745033
Thomas Alexander Johnson ,Q19664705
Sidney Robert Freshwater,Q19878972
John Alexander,Q1281683
David Roderick Curtis ,Q21165887
Dean Mercer ,Q38065570
Kerry Saxby-Junna,Q442173
Wilma Shakespear,Q40510890
Allen Kerr,Q4731736
Edward Bede Clancy,Q547158
Barry Hunter ,Q4864327
Nick Farr-Jones ,Q3339743
John Grant,Q15993028
Maude Bonney ,Q6792288
Peter Abeles,Q7172454
John Cornforth ,Q135154
Darrel Baldock ,Q3016466
Donald Dunstan ,Q1239715
Pat Galvin,Q19873615
David Sadleir ,Q18166305
Ted Pocock,Q23008595
Roger Shipton,Q7358908
Clarrie Millar,Q5127765
Arthur Watson,Q55077265
Evelyn Livingston Billings ,Q5852726
Michael Kirby,Q6831895
Tony Fitzgerald,Q7822344
Roma Mitchell ,Q515889
Thomas Reynolds,Q7793485
James Howard Browne ,Q6136300
Anthony Judge,Q4772860
Johnny Ashcroft,Q6266260
Philip Cox,Q7183384
Bill Wells ,Q20880414
Freda Glynn,Q72815853
Dorothy Ross ,Q17404074
Henry Bosch,Q5718394
Max Olding,Q30240821
Justine Saunders,Q2252671
Bea Maddock,Q4875661
Patricia Scott,Q17054992
Geoffrey Parsons,Q326911
Margaret Somerville ,Q962122
John Oldham,Q6251198
Viola Tait ,Q38769546
Nick Waterlow,Q7028122
Tony Rafty,Q1322680
Colin Lanceley,Q20879124
Max Gillies,Q6794794
Peter Sculthorpe ,Q924162
Albert Arlen,Q4709647
John Gandel,Q6234806
Roberta McRae ,Q7351525
Archie Barton,Q13393125
Ralph Elliott,Q2129584
Paddy Roe,Q7123615
Pat Turner ,Q56102085
Ruth Adams,Q77024421
Richard Bomball,Q28530129
Ian Cooper,Q5981281
Elspeth Vaughan,Q88747384
Elizabeth Catherine Usher ,Q47035000
Isabel McBryde,Q19593762
John Eccles,Q273223
Michael Lardelli ,Q46879989
T. Harri Jones,Q15460120
Ralph Hunt ,Q7287672
Murray Hill,Q18808326
"Laurie Kelly, Sr.",Q6501623
Laurie Kelly ,Q6501627
Mick Young,Q15500212
Kathleen Taperell ,Q17198785
Lindsay Thompson ,Q3241453
Andrew Fleming,Q30126071
Rosemary Goldie,Q1411381
John Boultbee,Q6222571
Frank Arok,Q5485058
Nancy Bird Walton,Q6962560
Western Sydney International (Nancy-Bird Walton) Airport,Q16903158
Kay Cottee,Q4568202
John Lewis ,Q6244734
Jon Muir,Q6271279
Peter Sterling ,Q3376893
Gretna Margaret Weste,Q21612514
William A. Bradfield,Q322706
Noel Vose,Q80474071
David Wynn,Q64788855
Alan Woods,Q16012545
Walter Campbell,Q465245
Tony Blunn ,Q16104395
Adrien Albert,Q4685639
Mal Bryce,Q16106193
Barry O'Keefe,Q16939466
Frank Fenner ,Q714609
Charles Henry Grant,Q16030478
John Young,Q6265212
Louis Waller ,Q6688356
Fay Gale,Q5438912
Deirdre Jordan,Q5252572
Robert Marsden Hope,Q15485366
J. E. Isaac,Q80217231
Sydney Taylor,Q7660168
Sydney Taylor Book Award,Q2373772
Derek Fuller Wrigley,Q5261976
Michael Malone ,Q1928041
Allan Roy Sefton,Q4730948
Elizabeth Eleanor Nissen,Q61440215
Joan Winch,Q26236261
Llewellyn Edwards,Q16096978
Milton Morris ,Q6861349
Don Laidlaw,Q18645771
David Andrew,Q5230778
Les Murray,Q259841
Kathleen Fitzpatrick ,Q6376704
Ann Newmarch,Q19276811
Janet Karin,Q6153421
Stanislaus Ivan Rapotec,Q43135662
Romaldo Giurgola ,Q3036213
Clement Semmler,Q5131405
Jiří Tancibudek,Q6203829
Philip Cox,Q7183384
Geoffrey Chard,Q5534510
Thelma Clune,Q78315337
Ralph Campbell Wilson,Q73320815
Judy Cassab ,Q6304372
Trevor Swan ,Q7839452
Brian Johns,Q21908103
Brian Gibson,Q4963837
Eve Mahlab ,Q5416183
Quentin Bryce ,Q229300
Peter Hollingworth,Q1354229
Clare Stevenson,Q5126256
John Friedrich,Q6234260
Barrie Lawson West ,Q4863534
Jean Primrose Whyte,Q84759111
Ralph Sarich,Q7288063
William Deane ,Q267745
Nigel Bowen ,Q1563218
Gerard Brennan ,Q3778295
Peter Scott,Q7176832
Ron Casey,Q7363611
David David ,Q85171499
David Penington,Q5238499
Colin Jamieson ,Q5145237
Neville Wran,Q1429468
William Heseltine ,Q8012278
Robert Evans,Q944851
Max Basheer,Q6794560
Neale Fraser ,Q715173
John Avery,Q16106169
William Edward Murray,Q462703
Ingo Renner,Q3150949
Dale Caterson,Q47306756
Ion Popa,Q6063285
Andrew Cooper,Q4756670
Richard Carter,Q7324644
Peter Antonie,Q2073706
James Tomkins,Q1681200
Adair Ferguson,Q38363893
Keith Rayner ,Q6384932
Lawrence Alexander Sidney Johnson ,Q3090721
Arthur Birch ,Q708668
Fred Grimwade ,Q5495315
James Wolfensohn ,Q504387
Donald Barkley,Q57697391
Bill Collins ,Q4908529
Josephine Gapper,Q52063247
Nina Christesen ,Q46998923
Ronald Berndt ,Q1540235
Raymond Martin ,Q7298992
Catherine Berndt,Q5052541
Freda Whitlam ,Q56433757
Phyllis Evelyn Duguid,Q47523498
Ian Gawler,Q5981618
Harold Dean ,Q16013822
Charles Perkins ,Q1065753
Carla Zampatti ,Q5041122
Cedar Prest,Q16105457
Bruce Petty ,Q4978139
Jan Sedivka,Q6149886
Don Burrows,Q1238986
Fred Parslow,Q28655886
John Cargher,Q6225137
David Malouf,Q506430
Kenneth Jack,Q15489452
Eric Bogle ,Q543737
Peter John Elliott,Q2076062
John Williams ,Q370293
Peter Orlebar Bishop ,Q21165195
Nicholas Hasluck,Q13494301
Anne Bower Ingram,Q27506019
Roger Covell,Q7358034
Nance Donkin,Q83925622
Dorothy Hewett,Q201433
Claire Dan ,Q5125178
Claire Daniel ,Q66385495
Bruno Krumins,Q57635654
Arnold Drury,Q4795020
Twink Story,Q98135677
Isabel Flick,Q21597837
Derek Deighton,Q21996944
Peter Finch,Q294454
Xavier Connor,Q8043222
Victor Chang,Q3557223
Jack Wright,Q16014216
Kenny Chan ,Q47348920
Carmel Niland,Q78972179
David Smith,Q5239905
Germaine Joplin,Q5550997
Isabel Joy Bear,Q84864810
Brian Tobin,Q202053
Tony Mundine,Q7823034
Tom Bellew ,Q27044064
John Paul Wild ,Q742571
John Henry Carver,Q6238764
Norman Oakes,Q17742181
Francis Peter de Campo ,Q16014043
Rodney Johnson,Q20737682
Paul Hogan ,Q296641
Hugh Gordon,Q16015490
Kevin Nichols ,Q533741
Lindsay Gaze,Q2033551
Edwina Kennedy,Q48063439
Martin Glaessner,Q1903849
Peter Henderson ,Q16090819
Lee Robinson,Q3228926
Don Cooley,Q81375148
Myra Roper ,Q38081476
Peter Cosgrove,Q976974
David Martin,Q5237169
Clarrie Hermes,Q26179605
Phillip Cecil Thompson,Q20823771
Leycester Meares ,Q6537982
Galarrwuy Yunupingu,Q5517966
Clifton Pugh,Q5133302
Ursula Hoff,Q7901244
Lloyd Rees ,Q3257539
Neville Gruzman ,Q7004704
Frank Moorhouse,Q305402
Colin Madigan,Q5145318
Inge King,Q70193
Albert Tucker,Q3631144
Thomas William Holmes ,Q7795152
Alexander Clifford Beauglehole,Q16744919
Arnold Robert McGill ,Q4795223
David Butler,Q5231970
Eric Willmot,Q55594445
Stephen FitzGerald,Q22277799
Rupert Murdoch,Q53944
Charles Jones ,Q5079574
Jim Scully,Q18166458
Norman Green,Q57693308
Russell Ebert ,Q7381483
Gil Langley,Q5560556
Will Baillieu ,Q56192126
Peter Costello,Q2546246
James Patrick Quirk ,Q66739019
Myer Kangan ,Q24056130
William Albany McKenzie,Q28655346
Kerry Packer,Q1412816
Joyce Nicholson,Q6297597
John Manning Ward,Q15438926
Allan McFarlane,Q4730837
Vivienne Binns,Q7937875
David Williamson,Q968980
R. D. Fitzgerald ,Q7273560
Peter McIntyre ,Q7175790
"Maie Casey, Baroness Casey",Q6735545
John Roslyn Garnet,Q6453231
David McLeish ,Q5237421
Charles Fenton,Q16018429
Syd Einfeld ,Q7659676
Des Corcoran ,Q5263447
Kath Anderson ,Q6376053
John Bunting,Q6223855
Gordon Noel Upton,Q23892394
Geoff Hunt,Q471139
Fos Williams,Q5473318
Marshall Hatch,Q466004
John Russell Rowland,Q22696620
Jacques Miller,Q253133
Geoffrey Virgo,Q5534356
Roy Woodall,Q29048335
John Roche,Q56876805
Ian Reay Mackay ,Q5982670
Harry Krantz,Q16017463
Kevin McDonald,Q18217679
Mary Helen Withers ,Q21536623
Cedric Emanuel ,Q52157148
Ivan Southall,Q1347607
A. D. Hope,Q325890
Isador Goodman ,Q6078349
Dymphna Cusack,Q101871
Beatrice Davis ,Q4877142
Jack Lindsay,Q3378541
Helen Helga Wilson,Q84015648
Franca Arena,Q5478235
Tom Bunning,Q64825982
Claude Ewen Cameron,Q19757791
Peter Doyle ,Q54299050
Alf Garland,Q4721679
Laurie Short,Q6501719
Max Fatchen,Q6794747
Joan Long,Q6205234
Norman Makin ,Q7052568
Harold David Anderson,Q30574404
Bob Marshall,Q4933267
Mary Maria Andrews,Q96588692
Doris Magee,Q58866321
James Gleeson ,Q6134676
Ken Rosewall,Q312728
Kim Beazley,Q2266155
Jack Renshaw,Q1677180
Frank Wise ,Q5490450
Douglas Gordon,Q18715751
Bob Hawke,Q269372
William George Walker,Q8009818
James Yates,Q63036295
Clem Renouf ,Q30537371
William Sutherland,Q2580687
Nancy Keesing,Q15497177
Margel Hinder,Q514082
Max Angus,Q24706320
Hal Missingham ,Q5640866
Val Bryant,Q51061554
Ian McBryde,Q68110462
Gordon Maitland ,Q57913474
Brian Murray ,Q912831
John Crawford,Q6227536
James Plimsoll ,Q1680992
Frank Macfarlane Burnet ,Q193550
Harold Brennan,Q5660158
Winifred Mary Curtis,Q452813
Bert Shard,Q18808899
John Armstrong,Q6219385
Albert Thompson,Q4711324
Samuel Warren Carey,Q195313
Alice M. Moyle,Q55999467
Allen Axel Strom,Q16750345
Bill Schroder,Q64791849
Eleanor Dark,Q517286
John Shaw,Q6257492
Ken Myer ,Q6388209
Felix Werder,Q5442362
Alan McLeod McCulloch,Q4707300
Raymond Hanson,Q7298835
Harold Blair ,Q3127581
Eric Ronald Dowd,Q21538464
William Henderson ,Q22696670
Eric Underwood ,Q5387660
Arthur Dale Trendall ,Q709072
William Cropley Radford,Q21558885
Peter Karmel,Q7175094
John Cade,Q3181170
Thomas Kingston Critchley ,Q4241364
Francis Patrick Donovan,Q16019364
Cecil Purdy,Q779025
Clem Jones,Q5131180
Bert Newton,Q4895246
Jenny Kee,Q13606850
